Country,Year,Government Expenditure On Education (%)
OMN,1990,2.83892
OMN,1991,2.98794
OMN,1992,3.12258
OMN,1993,3.50822
OMN,1994,3.44449
OMN,1995,3.41326
OMN,1996,3.18452
OMN,1997,3.3568
OMN,1998,4.13833
OMN,1999,4.03593
OMN,2000,3.20024
OMN,2001,4.02032
OMN,2002,4.32507
OMN,2003,3.89699
OMN,2004,4.02836
OMN,2005,3.51721
OMN,2006,3.85934
OMN,2009,4.18774
OMN,2010,4.796303
OMN,2011,4.4597263
OMN,2012,4.79799
OMN,2013,4.98458
OMN,2017,5.84019
OMN,2018,5.20723
OMN,2019,5.41321
PAK,1971,1.65422
PAK,1972,1.56882
PAK,1973,1.83042
PAK,1974,1.88065
PAK,1975,1.98008
PAK,1976,2.23794
PAK,1977,2.14983
PAK,1978,2.20418
PAK,1979,2.19807
PAK,1980,2.13095
PAK,1981,1.97245
PAK,1982,2.01367
PAK,1983,1.99577
PAK,1984,2.06985
PAK,1985,2.43543
PAK,1986,2.67813
PAK,1987,2.97746
PAK,1989,2.36382
PAK,1990,2.51681
PAK,1991,2.56676
PAK,1992,2.54968
PAK,1993,2.38644
PAK,1994,2.58931
PAK,1995,2.79531
PAK,1996,2.81057
PAK,1997,3.0223
PAK,1999,2.61149
PAK,2000,1.83782
PAK,2004,1.76759
PAK,2005,2.04972
PAK,2006,2.39551
PAK,2007,2.63527
PAK,2008,2.74623
PAK,2009,2.59078
PAK,2010,2.28687
PAK,2011,2.22175
PAK,2012,2.13628
PAK,2013,2.49344
PAK,2014,2.46593
PAK,2015,2.65002
PAK,2016,3.00292
PAK,2017,2.89952
PAK,2018,2.5974066
PAK,2019,2.50755
PAK,2020,2.3657184
PAK,2021,2.377573
PLW,2000,8.01798
PLW,2001,7.7072
PLW,2002,7.52199
PLW,2008,6.24
PLW,2009,7.57
PLW,2010,7.76
PLW,2011,7.53
PLW,2012,7.65
PLW,2013,6.89
PLW,2014,6.55
PLW,2015,5.71
PLW,2016,5.86
PLW,2017,6.59
PLW,2018,6.53
PLW,2019,6.81
PSE,2010,6.19168
PSE,2011,5.33528
PSE,2012,4.74211
PSE,2013,4.89467
PSE,2015,4.66322
PSE,2016,4.98296
PSE,2017,4.72154
PSE,2018,5.31887
PAN,1970,4.04328
PAN,1971,3.35392
PAN,1972,3.98282
PAN,1973,3.48575
PAN,1974,3.8198
PAN,1975,4.15451
PAN,1976,4.31273
PAN,1977,4.28096
PAN,1978,3.60598
PAN,1979,3.64255
PAN,1980,3.53567
PAN,1981,3.4318
PAN,1982,3.41851
PAN,1983,3.55091
PAN,1984,3.46871
PAN,1985,3.52146
PAN,1986,3.34574
PAN,1987,3.87012
PAN,1994,3.47054
PAN,1995,3.94781
PAN,1996,4.09432
PAN,1997,3.84711
PAN,1999,4.56723
PAN,2000,4.75969
PAN,2001,4.10588
PAN,2002,4.19164
PAN,2003,4.1687
PAN,2004,3.57866
PAN,2008,3.50229
PAN,2011,3.15901
PAN,2013,3.4
PAN,2014,2.8168244
PAN,2015,2.83629
PAN,2016,2.84608
PAN,2017,2.88224
PAN,2018,2.88293
PAN,2019,3.12736
PAN,2020,3.90607
PNG,1972,5.24716
PNG,1977,7.38971
PNG,2017,1.96493
PNG,2018,1.87483
PNG,2019,1.67775
PNG,2020,1.35
PRY,1970,2.10519
PRY,1971,2.26544
PRY,1985,1.39585
PRY,1990,1.04071
PRY,1998,4.19834
PRY,1999,4.23088
PRY,2000,4.23021
PRY,2001,3.83357
PRY,2002,3.40773
PRY,2003,3.38276
PRY,2004,2.8699
PRY,2007,2.73951
PRY,2010,2.77072
PRY,2011,3.69282
PRY,2012,3.66879
PRY,2013,4.80933
PRY,2014,4.78911
PRY,2015,3.33815
PRY,2016,3.43498
PRY,2017,3.08969
PRY,2018,3.2832
PRY,2019,3.46971
PRY,2020,3.30362
PER,1973,3.39172
PER,1996,3.1188
PER,1998,3.27818
PER,1999,3.44134
PER,2000,3.22803
PER,2001,3.03712
PER,2002,2.82057
PER,2003,2.9378
PER,2004,2.95787
PER,2005,2.83903
PER,2006,2.65281
PER,2007,2.6294
PER,2008,2.86775
PER,2009,3.13994
PER,2010,2.8673
PER,2011,2.6635
PER,2012,2.92276
PER,2013,3.29729
PER,2014,3.69599
PER,2015,3.96933
PER,2016,3.81317
PER,2017,3.93131
PER,2018,3.7143
PER,2019,3.81996
PER,2020,4.24668
PER,2021,3.98178
PHL,1980,1.51272
PHL,1982,1.82588
PHL,1983,1.48303
PHL,1986,1.51702
PHL,1995,2.66399
PHL,1996,2.94357
PHL,1997,3.07757
PHL,1998,3.69746
PHL,2000,3.1644
PHL,2001,2.92464
PHL,2002,2.89222
PHL,2003,2.93518
PHL,2004,2.46983
PHL,2005,2.32807
PHL,2006,2.42579
PHL,2007,2.48518
PHL,2008,2.58283
PHL,2009,2.53777
PHL,2010,2.31
PHL,2011,2.4999058
PHL,2012,2.5172892
PHL,2013,3.02
PHL,2014,2.9337173
PHL,2015,3.518517
PHL,2016,3.0342243
PHL,2017,3.9711545
PHL,2018,3.8640532
PHL,2019,3.3557916
PHL,2020,3.7348106
POL,1991,3.89145
POL,1992,4.18793
POL,1993,4.18276
POL,1995,4.33026
POL,1996,6.25738
POL,1998,4.94201
POL,1999,4.59182
POL,2000,4.98393
POL,2001,5.31903
POL,2002,5.38735
POL,2003,5.32449
POL,2004,5.35558
POL,2005,5.42575
POL,2006,5.20765
POL,2007,4.86874
POL,2008,5.0424
POL,2009,4.98977
POL,2010,5.06302
POL,2011,4.82497
POL,2012,4.82955
POL,2013,4.97062
POL,2014,4.93554
POL,2015,4.80994
POL,2016,4.6334
POL,2017,4.55846
POL,2018,4.6158
POL,2019,4.66921
POL,2020,5.19
PRT,1973,1.63392
PRT,1974,1.93536
PRT,1975,3.06246
PRT,1976,3.07873
PRT,1978,2.90048
PRT,1979,2.6993
PRT,1980,3.06743
PRT,1981,3.18575
PRT,1982,3.3291
PRT,1983,3.23281
PRT,1984,3.14254
PRT,1985,3.26249
PRT,1986,3.04925
PRT,1987,3.15798
PRT,1988,3.38753
PRT,1989,3.47524
PRT,1990,3.56972
PRT,1991,4.07133
PRT,1992,4.33747
PRT,1993,4.84095
PRT,1994,4.6713
PRT,1995,4.61331
PRT,1996,5.06511
PRT,1999,5.04686
PRT,2000,5.16385
PRT,2001,5.33713
PRT,2002,5.25872
PRT,2003,5.28153
PRT,2004,5.04638
PRT,2005,5.07395
PRT,2006,4.90767
PRT,2007,4.92147
PRT,2008,4.69609
PRT,2009,5.56315
PRT,2010,5.41249
PRT,2011,5.12333
PRT,2012,4.94941
PRT,2013,5.27097
PRT,2014,5.124
PRT,2015,4.88554
PRT,2016,4.770906
PRT,2017,5.01561
PRT,2018,4.67516
PRT,2019,4.63002
PRT,2020,5.01
PRI,1971,7.25052
PRI,1972,7.21458
PRI,1973,6.47993
PRI,1974,7.2869
PRI,1975,6.22974
PRI,1976,7.14049
PRI,1977,6.38757
PRI,1978,6.68103
PRI,2013,6.48108
PRI,2014,6.07266
PRI,2015,4.6781206
PRI,2016,4.2573414
PRI,2017,3.96094
PRI,2018,3.6499076
PRI,2019,3.5561695
PRI,2020,3.3893614
PRI,2021,3.6035807
QAT,1971,3.00028
QAT,1972,2.69144
QAT,1973,2.86783
QAT,1976,1.74697
QAT,1977,1.97006
QAT,1978,2.77697
QAT,1998,3.57767
QAT,1999,4.3453
QAT,2000,3.72598
QAT,2001,3.20019
QAT,2002,3.84656
QAT,2003,3.37394
QAT,2004,3.46259
QAT,2005,3.97188
QAT,2008,4.22755
QAT,2009,3.41315
QAT,2010,4.53966
QAT,2011,4.01224
QAT,2012,3.50744
QAT,2013,4.07384
QAT,2014,3.60535
QAT,2017,2.96746
QAT,2019,2.80378
QAT,2020,3.23367
ROU,1996,3.24122
ROU,2000,2.86863
ROU,2001,3.26629
ROU,2002,3.50413
ROU,2003,3.54397
ROU,2004,3.31273
ROU,2005,3.50039
ROU,2006,4.30651
ROU,2007,4.14954
ROU,2008,4.0972
ROU,2009,4.00213
ROU,2010,3.49361
ROU,2011,3.06137
ROU,2012,2.9638
ROU,2013,3.05174
ROU,2014,3.12122
ROU,2015,3.10963
ROU,2016,2.97989
ROU,2017,3.09539
ROU,2018,3.34475
ROU,2019,3.58319
ROU,2020,3.69
RUS,2000,2.93979
RUS,2001,3.10602
RUS,2002,3.83502
RUS,2003,3.67854
RUS,2004,3.54787
RUS,2005,3.77193
RUS,2006,3.86626
RUS,2008,4.10175
RUS,2010,3.880484
RUS,2011,4.708928
RUS,2012,3.7931
RUS,2013,3.76383
RUS,2014,4.01388
RUS,2015,3.83403
RUS,2016,3.76044
RUS,2017,4.68991
RUS,2018,4.6782
RUS,2019,3.517245
RUS,2020,3.73
RWA,1977,2.15021
RWA,1978,2.23247
RWA,1979,2.44128
RWA,1980,2.66633
RWA,1981,4.39297
RWA,1987,3.50578
RWA,1988,3.33534
RWA,1989,3.74663
RWA,1999,3.86058
RWA,2000,3.43636
RWA,2001,4.82786
RWA,2007,3.98742
RWA,2008,3.50408
RWA,2010,4.63384
RWA,2011,4.38598
RWA,2012,4.42352
RWA,2013,4.74492
RWA,2014,4.19878
RWA,2015,3.64916
RWA,2016,3.43673
RWA,2017,3.12646
RWA,2018,3.07375
RWA,2019,3.23707
RWA,2020,3.33055
RWA,2021,3.82156
KNA,1985,3.96503
KNA,1987,2.64113
KNA,1989,2.19796
KNA,1991,1.99845
KNA,1992,2.30387
KNA,1995,2.57641
KNA,1998,4.02057
KNA,1999,3.32267
KNA,2000,4.74039
KNA,2001,4.42155
KNA,2002,3.92051
KNA,2003,3.79099
KNA,2004,3.97135
KNA,2005,3.83145
KNA,2006,4.05928
KNA,2007,4.19381
KNA,2012,3.6304967
KNA,2013,3.8173134
KNA,2014,3.8567786
KNA,2015,2.64346
KNA,2016,4.15
KNA,2017,4.25
KNA,2018,4.42
KNA,2019,4.3
KNA,2020,3.3987916
KNA,2021,2.44862
LCA,1982,5.53879
LCA,1986,4.15468
LCA,1994,6.53238
LCA,1998,5.52894
LCA,1999,5.44994
LCA,2001,5.70733
LCA,2003,3.53449
LCA,2004,3.43646
LCA,2005,4.23896
LCA,2006,4.69669
LCA,2008,4.48353
LCA,2009,3.06766
LCA,2010,3.4829
LCA,2011,3.58824
LCA,2012,3.27299
LCA,2013,3.85985
LCA,2014,3.88069
LCA,2015,3.86773
LCA,2016,5.20828
LCA,2017,3.63348
LCA,2018,3.33567
LCA,2019,3.26606
LCA,2020,3.57521
VCT,1986,4.42911
VCT,1989,4.46869
VCT,1991,4.87377
VCT,1998,4.03337
VCT,1999,5.75269
VCT,2000,7.91378
VCT,2002,7.80196
VCT,2003,8.63781
VCT,2005,6.3508
VCT,2007,5.67104
VCT,2009,5.68978
VCT,2010,5.08523
VCT,2015,5.160557
VCT,2016,5.7334
VCT,2017,5.73196
VCT,2018,5.69378
WSM,1999,4.01625
WSM,2000,3.58293
WSM,2001,3.82629
WSM,2002,3.84139
WSM,2008,5.14421
WSM,2010,5.85
WSM,2011,6.61
WSM,2012,5.16
WSM,2013,4.67
WSM,2014,5.41
WSM,2015,4.85773
WSM,2016,4.16406
WSM,2017,4.18316
WSM,2018,4.53215
WSM,2019,4.70625
WSM,2020,4.80916
SMR,2010,2.62884
SMR,2011,2.70296
SMR,2015,3.4428658
SMR,2016,3.3372016
SMR,2017,3.36997
SMR,2018,3.55516
SMR,2019,3.3797
SMR,2020,3.42462
STP,2002,2.72058
STP,2003,3.24693
STP,2004,3.23471
STP,2005,4.85645
STP,2006,4.27118
STP,2007,6.28683
STP,2008,5.55449
STP,2009,10.6779
STP,2010,9.65147
STP,2011,8.8911
STP,2012,6.33951
STP,2013,5.93969
STP,2014,3.74906
STP,2015,3.8646
STP,2016,5.17304
STP,2017,5.03637
STP,2018,5.23511
STP,2019,5.92155
STP,2020,5.01138
SAU,1981,3.89025
SAU,1982,4.14255
SAU,1983,5.97797
SAU,1984,6.10957
SAU,1986,6.25535
SAU,1991,5.77946
SAU,1992,5.14463
SAU,1993,5.99929
SAU,1994,6.34382
SAU,1995,5.69247
SAU,1996,4.94375
SAU,1997,4.37708
SAU,1998,8.28131
SAU,1999,7.07227
SAU,2000,5.90982
SAU,2001,7.71887
SAU,2002,7.63689
SAU,2003,7.10509
SAU,2004,6.27746
SAU,2005,5.43092
SAU,2006,5.89117
SAU,2008,5.13781
SAU,2016,8.51046
SAU,2017,8.01643
SAU,2018,7.08581
SAU,2019,6.79474
SAU,2020,7.80931
SEN,1998,2.47457
SEN,1999,2.45981
SEN,2000,2.46335
SEN,2001,2.47151
SEN,2002,2.59442
SEN,2003,2.75125
SEN,2004,3.07778
SEN,2005,4.06443
SEN,2006,3.82138
SEN,2008,4.02568
SEN,2009,4.92073
SEN,2010,5.21774
SEN,2011,4.90303
SEN,2012,4.77699
SEN,2013,5.68656
SEN,2014,5.72021
SEN,2015,5.45638
SEN,2016,5.11309
SEN,2017,4.62497
SEN,2018,4.85822
SEN,2019,5.34888
SEN,2020,5.49786
SRB,2007,4.20984
SRB,2008,4.442
SRB,2009,4.48398
SRB,2010,4.32781
SRB,2011,4.23836
SRB,2012,4.16421
SRB,2014,3.92698
SRB,2015,3.7864
SRB,2016,3.6347
SRB,2017,3.71016
SRB,2018,3.58232
SRB,2019,3.61647
SYC,1970,4.18848
SYC,1971,4.06639
SYC,1972,4.24694
SYC,1974,4.28333
SYC,1975,4.34502
SYC,1976,4.74596
SYC,1984,12.02893
SYC,1985,10.23305
SYC,1986,9.7136
SYC,1988,8.29189
SYC,1989,8.22952
SYC,1994,9.02171
SYC,1995,7.70369
SYC,1996,7.77922
SYC,1998,5.99207
SYC,1999,5.261
SYC,2002,5.19333
SYC,2003,5.37493
SYC,2006,4.77012
SYC,2010,3.54826
SYC,2011,3.60644
SYC,2012,2.61393
SYC,2013,3.60813
SYC,2014,4.08368
SYC,2015,4.2229
SYC,2016,4.42102
SYC,2017,3.67729
SYC,2018,4.49884
SYC,2019,3.91459
SYC,2020,5.15073
SLE,2000,4.94937
SLE,2001,3.43272
SLE,2002,3.54528
SLE,2003,3.26061
SLE,2004,3.10713
SLE,2005,2.79698
SLE,2007,2.55851
SLE,2008,2.41317
SLE,2009,2.77814
SLE,2010,2.58864
SLE,2011,2.6689
SLE,2012,2.87204
SLE,2013,2.37981
SLE,2014,2.66292
SLE,2015,3.05729
SLE,2016,3.06023
SLE,2017,4.66096
SLE,2018,6.98963
SLE,2019,7.44701
SLE,2020,8.80955
SLE,2021,9.08674
SGP,1971,3.10976
SGP,1972,2.86827
SGP,1973,2.48882
SGP,1974,2.38852
SGP,1975,2.43949
SGP,1976,2.69239
SGP,1977,2.4508
SGP,1978,2.291
SGP,1979,2.24925
SGP,1980,2.55967
SGP,1981,2.58366
SGP,1982,3.26776
SGP,1983,3.94772
SGP,1988,3.65207
SGP,2000,3.3213
SGP,2001,3.54249
SGP,2002,3.87853
SGP,2003,3.98194
SGP,2004,3.65276
SGP,2005,3.19596
SGP,2006,2.85912
SGP,2007,2.94675
SGP,2008,2.7646
SGP,2009,3.01013
SGP,2010,3.08044
SGP,2011,3.03077
SGP,2012,3.07086
SGP,2013,2.85435
SGP,2014,2.92437
SGP,2015,2.86309
SGP,2016,2.87483
SGP,2017,2.76826
SGP,2018,2.85598
SGP,2019,2.73621
SGP,2020,2.50666
SGP,2021,2.8064623
SVK,1992,5.35695
SVK,1993,4.4496
SVK,1994,3.7125
SVK,1995,4.29758
SVK,1996,4.1244
SVK,1997,4.12232
SVK,1999,4.1073
SVK,2000,3.86468
SVK,2001,3.9357
SVK,2002,4.2454
SVK,2003,4.20957
SVK,2004,4.10157
SVK,2005,3.75996
SVK,2006,3.7077
SVK,2007,3.52321
SVK,2008,3.52165
SVK,2009,4.00641
SVK,2010,4.06091
SVK,2011,3.9152
SVK,2012,3.87419
SVK,2013,4.08405
SVK,2014,4.23041
SVK,2015,4.59206
SVK,2016,3.91287
SVK,2017,3.94278
SVK,2018,3.97257
SVK,2019,4.29046
SVK,2020,4.61
SVN,1995,4.90559
SVN,2001,5.75683
SVN,2002,5.67286
SVN,2003,5.70333
SVN,2004,5.64426
SVN,2005,5.60408
SVN,2006,5.59066
SVN,2007,5.11661
SVN,2008,5.10952
SVN,2009,5.55497
SVN,2010,5.54546
SVN,2011,5.54126
SVN,2012,5.62023
SVN,2013,5.40573
SVN,2014,5.2917
SVN,2015,4.90953
SVN,2016,4.79267
SVN,2017,4.78054
SVN,2018,4.93587
SVN,2019,4.91029
SVN,2020,5.76
SLB,1971,3.4
SLB,1991,3.8754
SLB,1998,2.31502
SLB,2007,8.2208
SLB,2008,7.65633
SLB,2009,7.2885
SLB,2010,7.93174
SLB,2011,8.12519
SLB,2012,8.08703
SLB,2013,10.1747
SLB,2014,9.812
SLB,2015,10.1349
SLB,2016,12.0
SLB,2017,12.11
SLB,2018,10.81
SLB,2019,11.13
SLB,2020,12.75
SOM,1972,1.18469
SOM,1973,1.27728
SOM,2017,0.12717403
SOM,2018,0.23099121
SOM,2019,0.27
ZAF,1987,5.16433
ZAF,1988,5.29059
ZAF,1989,4.85255
ZAF,1990,5.12579
ZAF,1991,5.73735
ZAF,1993,5.88602
ZAF,1994,5.29777
ZAF,1996,5.04735
ZAF,1999,5.29117
ZAF,2000,4.90881
ZAF,2001,4.63618
ZAF,2002,4.54569
ZAF,2003,4.3521
ZAF,2004,4.50898
ZAF,2005,4.5245
ZAF,2006,4.52652
ZAF,2007,4.44667
ZAF,2008,4.37425
ZAF,2009,4.76119
ZAF,2010,5.13497
ZAF,2011,5.28898
ZAF,2012,5.52323
ZAF,2013,5.35072
ZAF,2014,5.48978
ZAF,2015,5.48285
ZAF,2016,5.44424
ZAF,2017,5.59867
ZAF,2018,5.64401
ZAF,2019,5.91771
ZAF,2020,6.19288
ZAF,2021,6.60466
,1973,1.83042
,1975,1.98008
,1979,1.96894
,1980,1.98594
,1981,1.94081
,1982,1.871825
,1983,1.99577
,1984,2.06985
,1985,2.43543
,1986,2.67813
,1987,2.64433
,1990,2.41093
,1991,2.56676
,1997,3.0223
,1998,3.05142
,1999,2.7524
,2000,2.550115
,2003,3.11435
,2004,2.55604
,2005,2.57
,2006,2.647755
,2007,2.63527
,2008,2.74623
,2009,2.934515
,2010,3.37769
,2011,2.84188
,2012,2.72814
,2013,2.8480632
,2014,2.46593
,2015,2.95291
,2016,3.4631562
,2017,3.136415
,2018,2.8985982
,2019,2.860665
,2020,2.8608594
KOR,1970,3.41404
KOR,1971,3.73918
KOR,1972,3.22075
KOR,1973,2.68022
KOR,1975,2.08925
KOR,1976,2.75457
KOR,1977,2.42642
KOR,1979,3.01883
KOR,1980,3.45874
KOR,1981,2.89863
KOR,1982,6.32967
KOR,1983,4.31538
KOR,1984,4.00532
KOR,1985,3.98645
KOR,1986,3.63594
KOR,1987,3.37424
KOR,1988,2.74737
KOR,1989,3.06263
KOR,1990,3.03874
KOR,1991,3.48925
KOR,1992,3.57789
KOR,1993,3.69698
KOR,1994,3.01831
KOR,1995,2.93543
KOR,1998,3.36814
KOR,1999,3.36929
KOR,2009,2.87
KOR,2010,2.84
KOR,2015,4.454238
KOR,2016,4.3331
KOR,2017,4.32824
KOR,2018,4.45808
KOR,2019,4.68466
SSD,2011,0.96289
SSD,2012,1.2455281
SSD,2013,1.0245
SSD,2014,1.23246
SSD,2015,1.46556
SSD,2016,1.5439
,1985,4.09022
,1999,4.99491
,2000,3.76911
,2001,4.57258
,2004,3.74496
,2005,3.8189702
,2006,3.7844899
,2008,3.8449953
,2009,3.58538
,2010,4.49659
,2011,4.38598
,2012,4.677365
,2013,4.74492
,2014,4.83984
,2015,4.815085
,2016,4.821875
,2017,4.862555
,2018,4.83459
,2019,4.6000843
,2020,4.60817
ESP,1913,0.4
ESP,1937,1.6
ESP,1960,1.3
ESP,1970,1.83301
ESP,1971,1.88928
ESP,1972,2.06465
ESP,1974,1.45956
ESP,1976,1.89939
ESP,1977,2.07717
ESP,1978,2.23073
ESP,1979,2.33805
ESP,1980,2.6
ESP,1987,3.12818
ESP,1988,3.3283
ESP,1989,3.55178
ESP,1990,3.63359
ESP,1991,3.74235
ESP,1992,3.83716
ESP,1993,4.24489
ESP,1994,4.48468
ESP,1995,4.43463
ESP,1996,4.45746
ESP,1998,4.28786
ESP,1999,4.26044
ESP,2000,4.16605
ESP,2001,4.11127
ESP,2002,4.13457
ESP,2003,4.17343
ESP,2004,4.15786
ESP,2005,4.14432
ESP,2006,4.18482
ESP,2007,4.25405
ESP,2008,4.52806
ESP,2009,4.912
ESP,2010,4.85608
ESP,2011,4.89692
ESP,2012,4.46934
ESP,2013,4.35102
ESP,2014,4.30338
ESP,2015,4.28657
ESP,2016,4.22764
ESP,2017,4.20778
ESP,2018,4.18157
ESP,2019,4.23409
ESP,2020,4.59
LKA,1973,3.3164
LKA,1975,2.74455
LKA,1979,2.56743
LKA,1980,2.70417
LKA,1981,2.44221
LKA,1982,2.5585
LKA,1983,2.39061
LKA,1984,2.16526
LKA,1985,2.57614
LKA,1986,2.80542
LKA,1987,2.64433
LKA,1988,2.82636
LKA,1989,2.75516
LKA,1990,2.41093
LKA,1991,2.91558
LKA,1994,3.10853
LKA,1995,2.9576
LKA,1996,3.3436
LKA,1998,3.05142
LKA,2005,2.26
LKA,2006,2.33
LKA,2007,2.26
LKA,2008,1.98
LKA,2009,2.0559
LKA,2010,1.71774
LKA,2011,1.80861
LKA,2012,1.49617
LKA,2013,1.62107
LKA,2014,1.93288
LKA,2015,2.22875
LKA,2016,3.4492
LKA,2017,2.79925
LKA,2018,2.13539
LKA,2019,1.93
,1999,3.22786
,2000,2.646095
,2001,3.11486
,2002,3.00493
,2004,3.10713
,2005,3.23471
,2006,3.00992
,2008,3.06307
,2009,3.17394
,2010,3.50223
,2011,3.4451802
,2012,3.4527
,2013,3.61579
,2014,3.516535
,2015,3.67009
,2016,3.56161
,2017,3.77515
,2018,3.69644
,2019,3.586115
,2020,3.44302
SDN,2000,1.01218
SDN,2002,1.16425
SDN,2004,1.31255
SDN,2005,1.17843
SDN,2006,1.55354
SDN,2008,1.8515
SDN,2009,2.02213
SUR,2015,5.53468
SUR,2016,5.64052
SUR,2017,5.45867
SUR,2018,4.92254
SUR,2019,6.83226
SUR,2020,5.00707
SWE,1960,5.1
SWE,1979,6.37238
SWE,1980,6.53705
SWE,1981,6.7812
SWE,1990,5.21219
SWE,1991,5.44381
SWE,1992,5.2585
SWE,1993,5.50703
SWE,1995,6.14814
SWE,1996,6.83862
SWE,1998,7.06125
SWE,1999,6.84873
SWE,2000,6.74015
SWE,2001,6.61764
SWE,2002,6.92435
SWE,2003,6.79143
SWE,2004,6.66311
SWE,2005,6.5064
SWE,2006,6.36429
SWE,2007,6.17159
SWE,2008,6.34455
SWE,2009,6.74971
SWE,2010,6.52269
SWE,2011,6.36692
SWE,2012,7.53697
SWE,2013,7.61121
SWE,2014,7.57373
SWE,2015,7.4439
SWE,2016,7.61862
SWE,2017,7.56883
SWE,2018,7.64084
SWE,2019,7.63851
SWE,2020,7.17
CHE,1960,3.1
CHE,1980,4.23046
CHE,1981,4.19339
CHE,1982,4.25959
CHE,1983,4.36351
CHE,1984,4.22356
CHE,1985,4.17113
CHE,1986,4.20654
CHE,1987,4.16286
CHE,1988,4.22726
CHE,1989,4.13968
CHE,1990,4.38825
CHE,1991,4.54125
CHE,1993,4.94043
CHE,1994,4.90477
CHE,1995,4.90877
CHE,1996,4.91729
CHE,1998,4.7449
CHE,1999,4.74922
CHE,2000,4.64837
CHE,2001,4.81138
CHE,2002,5.16422
CHE,2003,5.36936
CHE,2004,5.29308
CHE,2005,5.0574
CHE,2006,4.81757
CHE,2007,4.55798
CHE,2008,4.73193
CHE,2009,4.89042
CHE,2010,4.76563
CHE,2011,4.81527
CHE,2012,4.85835
CHE,2013,4.86903
CHE,2014,4.8778
CHE,2015,4.93845
CHE,2016,4.92646
CHE,2017,4.95157
CHE,2018,4.86326
CHE,2019,5.093264
CHE,2020,5.22
SYR,1972,3.58356
SYR,1973,3.68991
SYR,1975,3.93451
SYR,1976,5.83146
SYR,1977,5.71442
SYR,1978,5.51426
SYR,1979,4.96617
SYR,1980,4.57553
SYR,1981,5.38392
SYR,1982,5.89761
SYR,1984,6.13389
SYR,1985,6.07005
SYR,1986,5.62294
SYR,1987,4.56184
SYR,1988,3.61586
SYR,1989,4.03414
SYR,1996,3.69905
SYR,2001,4.5464
SYR,2002,5.26985
SYR,2003,6.48084
SYR,2004,5.37148
SYR,2006,5.27965
SYR,2007,4.86471
SYR,2008,4.59525
SYR,2009,5.13014
TJK,1993,8.18559
TJK,1995,2.0659
TJK,1996,2.04345
TJK,1998,2.52849
TJK,1999,2.07652
TJK,2000,2.32871
TJK,2001,2.37659
TJK,2002,2.77579
TJK,2003,2.42079
TJK,2004,2.77203
TJK,2005,3.51213
TJK,2006,3.4035
TJK,2007,3.41327
TJK,2008,3.45983
TJK,2009,4.09831
TJK,2010,4.00675
TJK,2011,3.93511
TJK,2012,4.01803
TJK,2015,4.96774
TJK,2016,5.76368
TJK,2017,5.83797
TJK,2018,5.55836
TJK,2019,5.7129
TJK,2020,5.917163
TZA,1989,2.24927
TZA,1990,2.13807
TZA,1996,2.53283
TZA,1997,2.45859
TZA,1998,2.17591
TZA,2004,3.56123
TZA,2005,3.54625
TZA,2006,3.00992
TZA,2007,4.03342
TZA,2008,4.18591
TZA,2009,3.96076
TZA,2010,4.5417
TZA,2011,3.55829
TZA,2012,3.47093
TZA,2013,3.35796
TZA,2014,3.38488
TZA,2015,4.19487
TZA,2016,4.10197
TZA,2017,4.43051
TZA,2018,3.69644
TZA,2019,3.59684
TZA,2020,3.22515
TZA,2021,3.29779
THA,1971,3.06622
THA,1972,3.02915
THA,1973,2.55425
THA,1974,2.14687
THA,1975,2.38088
THA,1976,3.01672
THA,1977,3.21512
THA,1979,2.84529
THA,1980,2.57454
THA,1981,2.88314
THA,1982,3.27388
THA,1983,3.46387
THA,1984,3.43722
THA,1986,3.40798
THA,1987,3.11582
THA,1988,2.75342
THA,1989,2.50243
THA,1991,3.0886
THA,1992,3.04541
THA,1994,3.40523
THA,1995,3.14498
THA,1996,3.49961
THA,1997,4.57719
THA,1998,4.6257
THA,1999,4.83267
THA,2000,5.25346
THA,2001,4.81787
THA,2002,3.86492
THA,2003,3.72561
THA,2004,4.03089
THA,2005,3.93859
THA,2006,4.05038
THA,2007,3.60315
THA,2008,3.5085
THA,2009,3.86194
THA,2010,3.50844
THA,2011,4.80555
THA,2012,3.5969183
THA,2013,3.8243985
THA,2014,3.9191775
THA,2015,3.8639762
THA,2016,3.7676175
THA,2017,3.4653215
THA,2018,3.1986
THA,2019,3.02062
THA,2020,3.145711
TGO,1970,2.1138
TGO,1979,6.67914
TGO,1981,5.88208
TGO,1984,5.39358
TGO,1987,4.71763
TGO,1992,5.67514
TGO,1996,4.41244
TGO,1998,3.98424
TGO,1999,4.18572
TGO,2000,3.9209
TGO,2001,3.76704
TGO,2002,3.48745
TGO,2003,3.32609
TGO,2004,3.10963
TGO,2005,3.15978
TGO,2006,3.43501
TGO,2007,3.51063
TGO,2008,3.2853
TGO,2009,3.86788
TGO,2010,4.09635
TGO,2011,4.3093
TGO,2012,4.7192
TGO,2013,4.42365
TGO,2014,4.78455
TGO,2015,5.1086
TGO,2016,3.68649
TGO,2017,3.76053
TGO,2018,4.04394
TGO,2019,4.06914
TGO,2020,3.99125
TON,1984,10.34651
TON,1998,5.51713
TON,1999,5.38056
TON,2000,4.87808
TON,2001,4.47756
TON,2002,3.795
TON,2003,4.15951
TON,2004,3.91377
TON,2018,6.37291
TON,2019,7.95963
TON,2020,6.520573
TON,2021,6.6061773
