Country,Year,GDP per Capita,Population(Million),Average Spending on Higher Education (USD/student),Government Expenditure On Education (%),Government Spending Teritary (% Gov Spending),Household Income per Capita,Number of Universities,Primary Enrollment rate (% gross),Secondary Enrollment rate (% gross),Tertiary Enrollment rate (% gross),Population with Tertiary Education (%)
SVK,2004,15197.89,5.382574,,4.10157,1.0,,36,97.7449,92.56905,35.98146,14.276714
SVK,2005,16595.26,5.387285,5845.753,3.75996,0.8,,36,98.21761,93.27786,40.35344,16.254873
SVK,2006,18850.14,5.391184,,3.7077,0.9,,36,100.58846,92.68424,44.77801,16.639072
SVK,2007,21138.75,5.397766,,3.52321,0.8,14208.5974266184,36,103.00017,92.33735,50.18767,17.470783
SVK,2008,23608.98,5.406972,6540.994,3.52165,0.8,16057.5025318877,36,103.95,91.7409,53.75125,18.438622
SVK,2009,22947.25,5.418374,6728.451,4.00641,0.8,16397.9920171721,36,102.94312,91.67635,56.04681,20.587223
SVK,2010,25221.41,5.431024,7191.161,4.06091,0.8,18167.631520249,36,101.44802,92.26112,57.06673,24.029381
SVK,2011,26260.18,5.398384,8210.5,3.9152,0.9,18149.4152466417,36,100.30396,92.5989,56.24748,25.505198
SVK,2012,27000.73,5.407579,9281.666,3.87419,0.9,18730.3588332011,36,100.52924,92.596,56.14001,26.97694
SVK,2013,28021.09,5.4133925,10224.65,4.08405,1.0,19313.8615727626,36,100.58761,90.81761,54.36053,29.674646
SVK,2014,29029.59,5.418649,11233.52,4.23041,1.0,19547.5004635222,36,99.76804,90.67749,52.68478,29.826096
SVK,2015,30062.18,5.4238005,15912.01,4.59206,1.4,20429.6911624193,36,98.493,90.98054,50.70005,31.312998
SVK,2016,29737.53,5.4307975,10979.71,3.91287,0.8,19929.4241270533,36,97.85217,91.25234,47.79592,33.372261
SVK,2017,30147.02,5.4392315,11404.55,3.94278,0.8,20040.4252565413,36,98.73205,91.06786,46.63439,35.065048
SVK,2018,31374.19,5.4467705,11991.83,3.97257,,21195.0004128374,36,99.70799,91.36261,45.36723,37.208523
SVK,2019,33459.32,5.454147,13288.25,4.29046,,22840.5205815057,36,100.82279,90.80721,46.42902,39.158154
SVN,1995,13636.34,1.987505,,4.90559,0.8,,55,96.51746,89.98239,30.39881,
SVN,1996,14299.48,1.991169,,,,,55,97.70581,90.10968,33.52625,
SVN,1997,15279.9,1.986848,,,,,55,98.79487,91.7872,36.76768,
SVN,1998,16050.56,1.982603,,,,,55,99.01412,92.69851,45.8693,
SVN,1999,17077.49,1.985557,,,,,55,98.28314,99.38122,52.43987,
SVN,2000,18000.44,1.990272,,,,,55,97.31965,100.95146,55.21221,19.301691
SVN,2001,18952.87,1.992035,,5.75683,1.3,,55,101.1889,106.61521,60.44275,
SVN,2002,20236.43,1.995718,,5.67286,1.3,,55,105.2309,107.53721,66.28983,19.680832
SVN,2003,21107.67,1.996773,,5.70333,1.3,,55,110.76275,109.05578,68.98807,23.663876
SVN,2004,22758.12,1.997004,,5.64426,1.3,,55,98.9928,97.18862,72.36907,24.868273
SVN,2005,23848.6,2.001114,,5.60408,1.2,,55,100.53746,97.18781,79.24755,24.686516
SVN,2006,25706.22,2.008516,,5.59066,1.2,,55,101.84752,96.97823,82.57848,27.004595
SVN,2007,27563.48,2.019406,,5.11661,1.2,19342.443444056,55,98.27503,98.65697,84.57386,30.066837
SVN,2008,29594.67,2.022629,,5.10952,1.2,20688.6782967057,55,98.6131,98.79871,85.51545,30.041327
SVN,2009,27511.17,2.042335,,5.55497,1.3,19856.9829114564,55,99.13549,98.74992,86.44243,30.383877
SVN,2010,27822.23,2.049261,8981.961,5.54546,1.3,20514.5615964384,55,99.49639,98.94939,89.15319,31.307655
SVN,2011,28931.42,2.052496,9863.648,5.54126,1.3,21101.6947420126,55,99.85341,98.89345,86.01755,33.815281
SVN,2012,29048.33,2.056262,10014.54,5.62023,1.2,21099.8159503327,55,100.29448,98.36042,87.01796,35.340069
SVN,2013,29979.62,2.059114,9864.965,5.40573,1.1,21370.2866124536,55,99.94418,111.06486,85.28806,37.393593
SVN,2014,30872.73,2.061623,10036.78,5.2917,1.0,21463.6483836056,55,99.71509,110.48546,82.23113,38.080215
SVN,2015,31631.84,2.063077,10255.7,4.90953,1.0,21849.1224395046,55,99.94983,110.32409,80.26099,40.758549
SVN,2016,33942.77,2.064241,11487.92,4.79267,0.9,23387.7505619115,55,99.83801,115.93011,77.84908,42.977364
SVN,2017,36517.58,2.066161,12729.93,4.78054,0.9,24665.9046039776,55,100.39674,115.60043,78.589,44.566971
SVN,2018,39008.3,2.07005,14076.52,4.93587,,26141.8092763045,55,102.06222,114.48921,77.11312,40.713264
SVN,2019,42118.7,2.08931,15754.64,4.91029,,28202.9437834944,55,103.01144,113.02622,77.88277,44.105736
SWE,1995,23107.29,8.826944,14321.9,6.14814,1.6,,46,104.24093,130.74976,42.39878,28.587297
SWE,1996,23934.11,8.840999,,6.83862,1.9,,46,104.38481,135.17647,45.96355,
SWE,1997,24805.66,8.846059,,,,,46,104.95322,139.16937,49.64133,29.33769
SWE,1998,25888.36,8.850975,,7.06125,1.8,,46,110.15198,155.72368,51.96879,30.726286
SWE,1999,27471.48,8.857879,,6.84873,1.8,,46,109.90063,156.55138,63.55074,31.740129
SWE,2000,29624.02,8.872112,15790.17,6.74015,1.8,,46,109.59968,151.85117,67.0748,33.639328
SWE,2001,29933.21,8.895963,,6.61764,1.9,,46,109.66054,147.63322,70.26627,36.882835
SWE,2002,30926.36,8.92496,,6.92435,2.0,,46,108.50175,143.92955,75.28257,39.169037
SWE,2003,31816.57,8.958232,,6.79143,2.0,,46,107.28479,137.02493,81.41976,40.438534
SWE,2004,33858.92,8.993534,,6.66311,1.9,,46,97.31768,103.29281,83.76122,42.302197
SWE,2005,34244.36,9.029567,15549.59,6.5064,1.8,,46,95.80499,104.05971,81.95384,37.286453
SWE,2006,37727.73,9.080506,,6.36429,1.7,,46,95.64809,103.56905,79.3248,39.131115
SWE,2007,40910.32,9.148093,,6.17159,1.6,25738.9814556013,46,96.69781,102.3869,74.83711,39.952
SWE,2008,42158.3,9.219639,20305.3,6.34455,1.7,27299.4719903457,46,98.71492,101.3035,70.73696,40.831505
SWE,2009,40279.88,9.298512,20755.08,6.74971,1.9,27267.4923466228,46,99.90296,99.48973,70.74316,42.351131
SWE,2010,42221.76,9.378131,20634.92,6.52269,1.9,27803.1072259192,46,101.43764,98.12031,73.67311,42.23127
SWE,2011,44608.58,9.449216,21083.55,6.36692,1.9,28934.1725000991,46,100.42846,96.97975,72.8254,42.86599
SWE,2012,45432.43,9.519379,23141.57,7.53697,1.9,30565.8161485949,46,101.92393,98.14225,68.81765,43.473869
SWE,2013,46312.4,9.600374,23817.13,7.61121,1.9,30645.2417356805,46,120.42475,128.55638,63.21716,44.817905
SWE,2014,47184.67,9.696105,24508.78,7.57373,1.9,31112.0448611177,46,120.85811,132.94212,62.18059,45.978123
SWE,2015,49103.13,9.799183,24679.15,7.4439,1.9,31745.7773891178,46,122.93745,140.43677,62.28248,46.408928
SWE,2016,50430.25,9.923086,24841.31,7.61862,1.8,32921.1457324689,46,124.85105,144.90935,63.54802,47.215698
SWE,2017,51947.96,10.057695,25200.3,7.56883,1.8,33389.3591869523,46,126.57538,152.86069,66.98824,47.388306
SWE,2018,53521.64,10.175215,26131.83,7.64084,,34174.3383788914,46,128.64354,151.70454,72.46117,47.530075
SWE,2019,56404.3,10.278888,26907.29,7.63851,,35654.6132506947,46,126.16413,146.24632,77.32911,48.373196
TUR,1995,10111.46,59.756,,2.25111,0.8,,209,99.59507,62.29675,20.28063,7.5436859
TUR,1996,10831.94,60.671,,,,,209,,,,
TUR,1997,11650.89,61.582,,,,,209,99.53732,61.95838,23.98666,7.3224893
TUR,1998,8937.59,62.464,,0.0,,,209,,,23.2543,7.8393312
TUR,1999,8625.28,63.364,,2.88099,0.8,,209,103.4232,71.69437,23.86259,8.7134142
TUR,2000,9476.6,64.268751,,2.51688,0.8,,209,103.40946,73.60044,,8.8802376
TUR,2001,9143.33,65.1663305,,2.63462,0.9,,209,105.70014,83.78104,25.62334,9.1435289
TUR,2002,9279.07,66.0025055,,2.72806,0.9,,209,106.66116,88.29371,26.55532,10.491946
TUR,2003,9597.94,66.794551,,2.85131,0.9,,209,103.42783,90.08895,30.20878,11.389406
TUR,2004,10884.32,67.598736,,2.98999,0.8,,209,103.2874,86.85767,30.98078,11.481482
TUR,2005,11910.61,68.43538,,,,,209,103.17626,83.93793,33.09504,12.508089
TUR,2006,13640.77,69.295253,,2.72806,0.9,,209,102.62585,87.90325,36.9227,13.459621
TUR,2007,14864.96,70.1581115,,,,,209,102.90472,90.3065,38.80711,14.199503
TUR,2008,16038.23,71.051689,,,,,209,102.50367,88.51843,40.22744,15.463108
TUR,2009,15442.77,72.039215,,,,11766.756782369,209,100.12716,80.04035,46.55458,16.639408
TUR,2010,17345.83,73.142162,,3.7870135,,13264.283693376,209,101.29898,84.28303,56.37698,17.447386
TUR,2011,19590.86,74.223642,10815.38,4.22152,,14997.2659132168,209,101.04956,88.3383,61.11636,18.87298
TUR,2012,20627.44,75.175836,11227.05,4.38722,,15597.3217850794,209,98.6305,85.18469,69.77253,20.998264
TUR,2013,22373.14,76.147634,11076.24,4.34481,,17002.3963411323,209,107.15428,100.48372,79.56095,22.456688
TUR,2014,24104.98,77.181894,11212.34,4.41258,,18268.4585990592,209,106.31295,102.87098,86.94416,24.793388
TUR,2015,25855.91,78.218488,10408.77,4.3222,,19693.675138809,209,103.0273,102.83774,95.31429,27.517448
TUR,2016,26695.91,79.277971,10592.4,4.62774,,20641.0129385635,209,100.94765,102.74053,103.58207,30.456598
TUR,2017,28193.06,80.312708,9631.063,4.32369,,21799.9781003222,209,93.15498,105.99227,109.54924,31.588659
TUR,2018,28281.47,81.407211,10013.34,4.29407,,,209,94.91045,104.47883,113.21707,33.280041
TUR,2019,28011.32,82.579448,9770.942,4.44778,,,209,97.05747,104.11508,115.04206,35.325356
USA,1995,28657.51,266.278393,15696.51,,,,3180,104.10641,96.67399,79.16598,33.599472
USA,1996,29932.16,269.394284,,,,,3180,103.55983,96.5443,78.79651,35.157932
USA,1997,31424.44,272.646925,,,,,3180,,,,35.704861
USA,1998,32817.98,275.854104,,,,,3180,102.56204,96.46503,71.81548,36.195801
USA,1999,34479.79,279.040168,,,,,3180,101.93083,94.39196,72.71023,37.368931
USA,2000,36299.66,282.162411,19479.21,,,,3180,,,,38.083973
USA,2001,37100.29,284.968955,,,,,3180,,,,38.717625
USA,2002,37954.22,287.625193,,,,,3180,,,,39.336624
USA,2003,39419.91,290.107933,,,,,3180,,,,38.652836
USA,2004,41659.66,292.805298,,,,,3180,,,,39.042027
USA,2005,44052.38,295.516599,23637.29,,,,3180,101.87402,95.05248,80.63483,39.363441
USA,2006,46234.11,298.379912,,,,,3180,,,,39.239269
USA,2007,47976.2,301.231207,,,,38661.9922670503,3180,,,,40.386425
USA,2008,48498.45,304.093966,26949.29,,,40004.9832010586,3180,,,,41.564896
USA,2009,47122.99,306.771529,26996.1,,,39622.4592859003,3180,,,,41.056328
USA,2010,48570.29,309.327143,25681.08,6.719973,,40752.9956558083,3180,,,,42.310982
USA,2011,49951.91,311.583481,26202.94,6.5215654,,42186.8569013273,3180,,,,43.132984
USA,2012,51644.99,313.877662,27526.95,6.2758565,,43903.2412931925,3180,,,,44.042595
USA,2013,53116.52,316.059947,27578.87,6.2509317,1.3,43860.8338657643,3180,99.45544,96.18649,88.72642,44.779469
USA,2014,54914.37,318.386329,29328.23,6.137388,1.4,45786.2932500211,3180,99.67338,96.92454,88.62687,45.663815
USA,2015,56520.61,320.738994,30001.31,4.95341,1.4,47228.4902068529,3180,100.29991,97.65255,88.88941,46.517712
USA,2016,57592.69,323.071755,31306.91,4.79815,1.2,48258.3778946363,3180,101.36286,98.76993,88.83505,47.521809
USA,2017,59589.23,325.122128,33063.35,5.10922,1.5,50047.2032368598,3180,101.82144,98.95234,88.16739,47.757
USA,2018,62449.61,326.838199,34035.54,4.91233,,52451.2967967785,3180,101.25656,99.27558,88.29918,49.373737
USA,2019,64690.27,328.329953,35346.91,4.98871,,54747.1648649221,3180,100.9813,100.06343,87.88871,50.380188
