Country,Year,Primary Enrollment rate (% gross),Secondary Enrollment rate (% gross),Tertiary Enrollment rate (% gross)
DMA,1986,95.48866,83.57904,
DMA,1987,99.72671,74.71278,
DMA,1990,106.54017,69.75362,
DMA,1991,112.22242,,5.89364
DMA,1992,113.01753,,9.4799
DMA,1993,126.80872,,7.2336
DMA,1994,134.3321,,
DMA,1995,138.59071,,
DMA,2017,113.441376,,
DMA,2019,100.37576,101.05985,
DMA,2020,102.29904,101.58255,
DMA,2021,102.48623,102.54791,
DMA,1985,,,0.71276
DMA,1989,,,0.84138
DOM,1971,94.30924,19.97769,6.2753
DOM,1981,114.93967,41.97543,
DOM,1994,101.49306,42.64322,
DOM,1999,112.57981,56.67905,
DOM,2000,115.84567,60.05714,
DOM,2002,118.13887,68.3963,
DOM,2004,107.87681,69.46889,
DOM,2006,103.63236,,
DOM,2007,113.72905,80.12113,
DOM,2009,111.8577,80.90466,
DOM,2010,110.50222,78.15454,47.2791
DOM,2011,109.86045,77.46867,45.75188
DOM,2012,107.95629,78.02393,48.629
DOM,2013,109.11459,79.20436,43.08585
DOM,2014,107.55816,80.14461,49.31927
DOM,2015,111.40536,79.97902,51.74711
DOM,2016,110.29875,79.88293,54.499
DOM,2017,107.79981,79.73947,59.91559
DOM,2018,105.69865,79.93869,59.65874
DOM,2019,112.22821,81.59329,61.16123
DOM,2020,105.72135,79.77344,
DOM,2001,,,
DOM,2003,115.84297,,34.09831
DOM,2005,108.37692,71.14798,
DOM,2008,109.53054,78.95232,
DOM,1972,101.64924,22.32085,8.08732
DOM,1973,98.19617,23.64634,8.27896
DOM,1974,96.6265,24.92775,
DOM,1975,98.31795,26.07471,8.92476
DOM,1976,101.47839,34.43878,
DOM,1977,102.46312,35.97381,
DOM,1978,102.30781,37.45635,
DOM,1979,110.08604,39.12618,
DOM,1980,112.52916,40.54581,
DOM,1982,118.18387,43.99497,
DOM,1983,111.28209,,
DOM,1984,113.25445,54.25374,
DOM,1985,120.6348,,
DOM,1986,120.79063,51.1055,18.87902
DOM,1991,100.20869,,
DOM,1992,100.62768,,
DOM,1993,102.48081,,
DOM,1995,99.21048,44.15957,
DOM,1996,102.86824,,
DOM,1997,101.92247,,22.61501
DOM,1998,109.42933,54.94679,
DOM,2021,96.67399,75.4546,
,1970,105.66162,77.29682,17.33737
,1971,105.68324,77.32302,17.31268
,1972,105.73222,78.13318,18.05545
,1973,104.75007,79.75873,19.00276
,1974,104.99592,81.52055,19.72499
,1975,104.86067,82.23755,20.75933
,1976,104.78157,83.0991,21.96758
,1977,104.3531,84.20772,22.53355
,1978,104.09478,84.77008,23.09622
,1979,103.77486,85.39458,22.9348
,1980,103.38194,85.89408,23.18371
,1981,102.90351,86.27003,23.2789
,1982,102.8444,86.88349,23.59556
,1983,102.49427,87.43769,24.05115
,1984,102.45807,87.81631,24.52478
,1985,102.56562,88.55091,25.10128
,1986,102.83612,90.23726,25.59626
,1987,103.17119,91.10448,25.9731
,1988,103.0622,91.54708,26.66059
,1989,102.66164,92.16433,27.75003
,1990,101.86311,92.62901,28.89818
,1991,101.20863,93.15714,30.68503
,1992,100.61131,94.32819,32.49755
,1993,101.06169,98.51525,35.22636
,1994,101.40826,101.21568,38.38809
,1995,101.48595,101.57454,40.40514
,1996,101.94134,101.87311,42.4624
,1997,101.90513,101.53924,44.74435
,1998,102.89166,99.5606,46.01897
,1999,102.49606,99.92419,48.00999
,2000,102.45133,100.86318,49.50201
,2001,102.25125,102.03866,51.72141
,2002,101.72702,102.93675,54.03814
,2003,101.55523,103.13234,56.23138
,2004,102.29999,101.75084,58.03584
,2005,102.81728,103.38818,59.71478
,2006,102.82133,102.86206,60.9256
,2007,102.81931,102.76705,61.52316
,2008,103.04714,103.42273,62.26053
,2009,102.78452,103.75014,63.43343
,2010,102.70113,105.08285,64.85805
,2011,102.54091,104.31309,65.81873
,2012,102.76086,103.33305,65.98871
,2013,103.40768,109.68938,65.67896
,2014,102.06627,109.61514,66.36314
,2015,101.94941,109.52662,66.85024
,2016,101.60258,109.56756,68.00668
,2017,101.83297,109.996,69.45669
,2018,101.50972,109.39158,70.94579
,2019,101.29412,108.78864,73.15084
,2020,100.45541,108.49414,75.10335
,1987,,,
,1988,,,
,1989,,,
,1990,,,
,1991,,,
,1992,,,
,1993,,,
,1994,,,
,1995,,,
,1996,,,
,1997,,,
,1998,,,
,1999,,,
,2000,,,
,2001,,,
,2002,,,
,2003,,,
,2004,,,
,2005,,,
,2006,,,
,2007,,,
,2008,,,
,2009,,,
,2010,,,
,2011,,,
,2012,,,
,2013,,,
,2014,,,
,2015,,,
,2016,,,
,2017,,,
,2018,,,
,2019,,,
,2020,,,
,1970,101.54874,33.86878,3.09634
,1971,101.34088,39.32848,2.98597
,1972,102.60536,43.98398,3.08943
,1973,107.13571,47.46505,3.17478
,1974,109.3725,45.99357,3.44191
,1975,111.37421,46.87117,3.73942
,1976,111.93866,51.67174,4.0232
,1977,109.32202,53.2575,4.21629
,1978,106.42105,51.97118,4.57223
,1979,106.24376,49.5888,4.98838
,1980,107.27267,45.50282,5.29015
,1981,108.62574,42.958,5.70014
,1982,108.84221,39.20473,6.14414
,1983,108.99399,37.6928,6.34934
,1984,109.69767,37.45606,6.66534
,1985,112.75328,38.80709,6.92726
,1986,115.31443,40.36228,7.10937
,1987,118.02495,42.49489,7.24525
,1988,118.94025,43.7102,7.14805
,1989,118.91081,44.02719,7.25697
,1990,117.67209,43.90701,7.31877
,1991,115.9537,45.58158,7.4736
,1992,114.48222,47.86276,7.62274
,1993,112.73461,49.97711,8.34544
,1994,110.98266,51.69776,9.32525
,1995,108.98139,54.85597,10.23765
,1996,106.91674,58.36153,11.14431
,1997,105.35034,60.53315,12.44832
,1998,105.54521,61.69653,13.22468
,1999,105.97081,62.47682,14.40659
,2000,107.4897,62.43371,15.51816
,2001,109.08463,62.32754,17.11
,2002,107.70762,62.88443,19.03127
,2003,106.38909,64.67123,20.88676
,2004,105.17085,66.77336,22.37233
,2005,103.71049,68.39492,23.37649
,2006,101.80741,71.36998,24.07785
,2007,102.1988,75.84191,24.50069
,2008,102.1939,78.77171,25.0326
,2009,102.06979,81.71582,26.58029
,2010,101.8429,83.60701,28.2006
,2011,102.14327,84.5708,29.78183
,2012,102.78708,84.52554,32.35068
,2013,102.43332,85.24544,35.04428
,2014,100.42663,84.31979,41.42765
,2015,100.59826,84.41659,43.91484
,2016,101.34114,83.83062,45.45229
,2017,101.92905,84.399,45.74924
,2018,102.11994,85.30146,46.23269
,2019,103.10115,86.78438,48.21516
,2020,103.77412,88.04918,51.04002
TLS,2008,117.9006,51.48118,
TLS,2009,122.01262,61.21803,16.74525
TLS,2010,122.65934,62.378296,17.75373
TLS,2011,126.62426,65.56778,
TLS,2012,126.96427,66.79295,
TLS,2013,127.24091,65.93131,
TLS,2014,127.64179,68.39965,
TLS,2015,128.19917,72.38387,
TLS,2016,125.7138,77.01401,
TLS,2017,119.76244,81.03142,
TLS,2018,115.304565,83.61692,
TLS,2019,112.479164,86.5342,
TLS,2001,120.61015,37.88129,
TLS,2002,116.05355,43.80825,8.65022
TLS,2003,112.72339,47.00348,
TLS,2004,110.09156,56.1806,
TLS,2005,105.2,54.97656,
TLS,2020,110.71876,86.777756,
ECU,1971,97.29358,25.50903,7.08048
ECU,1972,97.84882,27.5099,7.52072
ECU,1973,99.32135,29.94114,9.36929
ECU,1974,102.32329,32.62617,
ECU,1975,102.53885,35.66029,20.3911
ECU,1976,104.35889,39.46205,24.61349
ECU,1977,104.97136,42.55739,
ECU,1978,106.48442,44.76128,
ECU,1979,111.75184,46.96325,31.32477
ECU,1980,113.02839,49.49615,33.28251
ECU,1981,117.45075,52.64474,34.13806
ECU,1982,119.44214,54.94054,32.09383
ECU,1983,120.59207,56.70585,30.3431
ECU,1984,121.89366,53.90171,30.86904
ECU,1985,121.87485,57.46386,31.5891
ECU,1987,124.95093,57.83378,
ECU,1988,125.35838,58.45991,28.11723
ECU,1994,109.59142,,
ECU,1995,109.5812,,18.09099
ECU,1996,110.20513,54.03868,
ECU,1997,113.15485,,18.53632
ECU,1999,111.03748,57.73585,
ECU,2000,111.4111,57.70923,
ECU,2001,112.10682,58.03422,
ECU,2002,112.59968,59.09058,
ECU,2003,111.72212,58.69922,
ECU,2004,110.64753,59.36859,
ECU,2005,109.87432,62.00888,
ECU,2006,109.21076,64.27048,
ECU,2007,110.01211,65.84909,
ECU,2009,112.23349,88.64426,
ECU,2010,113.08025,92.31843,
ECU,2011,114.11767,96.46614,
ECU,2012,112.27762,99.54315,39.81667
ECU,2013,111.3695,102.11206,40.32245
ECU,2014,112.87849,104.8615,
ECU,2015,107.68384,104.03106,44.89223
ECU,2016,104.93496,103.75013,
ECU,2017,103.53494,102.19831,
ECU,2018,103.26795,101.43565,47.59777
ECU,2019,101.19755,100.56808,47.94523
ECU,2020,99.02366,100.56034,52.58781
ECU,2008,107.68655,,38.77503
ECU,1986,123.03486,57.40003,
ECU,1989,123.83619,,24.66389
ECU,1990,122.89901,58.06028,19.43463
ECU,1991,121.20598,56.7473,19.85021
ECU,1992,130.47789,57.8106,
ECU,1993,126.30046,57.17087,
ECU,1998,111.36342,56.25138,
ECU,2021,98.08317,,
EGY,1971,69.89312,31.86711,7.1829
EGY,1972,70.86342,33.33267,8.11211
EGY,1973,71.28776,34.61235,9.43842
EGY,1974,68.59007,35.76523,10.70999
EGY,1975,69.66446,38.82822,12.13247
EGY,1976,68.95533,41.52756,13.74671
EGY,1977,68.05886,44.99527,15.61617
EGY,1978,67.82286,47.16306,16.21471
EGY,1979,67.9091,48.3459,16.29194
EGY,1980,69.33757,49.25862,16.70132
EGY,1981,70.32909,50.00868,17.64112
EGY,1986,82.98743,59.58399,18.59431
EGY,1987,85.69511,62.19229,18.65458
EGY,1997,96.42913,74.35726,
EGY,1999,94.42241,80.30729,30.72465
EGY,2000,93.82132,81.98578,
EGY,2001,93.96899,83.27793,29.75446
EGY,2002,94.78853,82.71075,30.79854
EGY,2003,95.33437,82.43296,27.65975
EGY,2004,95.71114,81.85593,28.9297
EGY,2005,95.70667,,30.12
EGY,2006,97.26132,,29.92955
EGY,2007,98.3865,,30.27098
EGY,2009,101.38257,67.15641,30.53548
EGY,2010,102.28534,68.90625,31.41724
EGY,2013,105.09443,80.31903,30.11785
EGY,2016,105.39358,85.14645,33.85891
EGY,2017,106.13347,86.71445,35.16452
EGY,2018,106.28493,87.91114,38.90495
EGY,2019,106.40956,89.48068,
EGY,2014,103.87154,80.79742,31.06811
EGY,1982,72.3508,51.74034,18.72874
EGY,1983,75.22891,53.46637,19.43092
EGY,1984,77.95797,55.19811,20.04505
EGY,1985,80.53628,56.96723,18.74809
EGY,1988,88.21465,62.51599,18.21163
EGY,1989,89.02877,61.91324,15.58874
EGY,1990,91.01533,73.76138,14.42987
EGY,1991,93.46299,74.38531,12.17869
EGY,1992,85.28523,69.10591,
EGY,1993,86.09588,69.71463,
EGY,1994,95.50858,74.89701,
EGY,1995,88.31235,72.57483,
EGY,1996,97.1401,70.21562,
EGY,2011,99.18449,77.60144,26.81772
EGY,2012,104.77974,78.68851,27.72804
EGY,2008,,,29.98793
EGY,2015,,,35.02813
SLV,1971,84.94828,20.43717,3.71207
SLV,1972,83.88986,23.99428,
SLV,1973,88.91706,23.76374,5.5945
SLV,1974,90.8003,28.04809,7.03909
SLV,1975,93.01193,30.23186,7.41845
SLV,1976,95.49629,32.60304,
SLV,1977,97.09041,33.68989,7.77114
SLV,1981,76.86895,,
SLV,1982,86.16439,,10.91092
SLV,1983,89.09706,36.18972,13.12462
SLV,1984,91.41048,36.52895,14.28665
SLV,1987,102.14032,,
SLV,1988,103.78819,39.84174,16.35066
SLV,1989,101.37202,39.32598,16.85763
SLV,1991,99.396,39.44358,17.30743
SLV,1992,102.39858,41.84483,
SLV,1993,103.31573,44.6777,18.56749
SLV,1995,103.57154,,21.92305
SLV,1996,111.10976,,21.13323
SLV,1998,112.2226,55.73577,21.91906
SLV,2000,112.13527,58.32695,21.40517
SLV,2001,112.63912,60.01899,20.58089
SLV,2002,113.40176,62.92087,21.30964
SLV,2003,115.48497,65.6856,21.96148
SLV,2005,118.20685,67.75218,22.94933
SLV,2006,117.68264,67.05412,23.19761
SLV,2007,123.49582,66.74507,24.28711
SLV,2008,115.92366,66.17139,25.1151
SLV,2009,114.74882,67.33891,25.60744
SLV,2010,114.97299,69.14068,26.11398
SLV,2011,114.16257,71.50865,27.1871
SLV,2012,112.3888,73.42412,28.02119
SLV,2013,109.69133,77.16757,28.35208
SLV,2014,106.27581,76.89573,27.86739
SLV,2015,,,27.97005
SLV,2016,,,27.91809
SLV,2017,,,28.58629
SLV,2018,,,29.37193
SLV,2004,118.17102,68.71627,22.64765
SLV,1970,83.05052,20.84251,2.85252
SLV,1978,99.2086,35.68152,7.96987
SLV,1979,101.56226,37.77414,
SLV,1980,92.61555,34.1443,
SLV,1997,78.62222,,
SLV,1999,112.64011,56.37084,22.06705
SLV,1985,,,15.70816
SLV,1986,,,16.1976
SLV,1990,,,16.03887
SLV,1994,,,20.53786
SLV,2019,,,29.92442
GNQ,1994,114.82121,24.2184,
GNQ,2000,103.11262,23.48837,1.85288
GNQ,2003,94.71421,,
GNQ,2005,90.01092,26.07249,
GNQ,2008,72.16177,,
GNQ,2009,70.1953,,
GNQ,2010,69.38205,,
GNQ,2011,67.9409,,
GNQ,2012,69.14431,,
GNQ,2015,61.77515,,
GNQ,1971,87.22294,13.39928,
GNQ,1974,104.48711,,
GNQ,1981,155.3736,,
GNQ,1982,153.18832,,4.81033
GNQ,1983,163.93344,10.1546,
GNQ,1984,177.58153,,
GNQ,1993,112.69777,27.18858,
GNQ,1999,108.04498,23.36603,
GNQ,2001,107.20169,22.02762,
GNQ,2002,104.05798,22.74466,
GNQ,1976,,12.04175,
GNQ,1980,,7.3093,
GNQ,1991,,,1.60462
ERI,1994,59.99079,21.62749,
ERI,1995,63.07301,22.98837,1.74553
ERI,1996,66.25253,24.06596,1.6904
ERI,1997,65.67089,25.82224,
ERI,1999,71.01039,30.90729,2.01128
ERI,2000,80.25584,34.55468,1.95607
ERI,2001,81.24861,34.5148,2.39957
ERI,2002,91.5184,35.42397,2.12762
ERI,2003,101.58068,36.0588,
ERI,2004,108.56859,36.67492,1.56172
ERI,2005,112.46723,40.36205,
ERI,2006,111.95072,42.51174,
ERI,2007,103.10507,41.60852,
ERI,2008,97.44982,44.91023,
ERI,2009,91.38322,49.0293,2.67099
ERI,2010,83.67567,51.99333,3.24191
ERI,2011,86.23454,55.62369,
ERI,2012,87.27343,59.33432,
ERI,2013,92.24737,59.88955,
ERI,2015,76.161,51.82042,3.4765
ERI,2017,68.47452,47.49213,
ERI,2018,68.43383,47.69711,
ERI,1989,36.73285,,
ERI,1990,32.15279,,
ERI,1991,29.60636,,
ERI,1992,46.68109,,
ERI,1993,55.20258,20.12659,
ERI,2014,79.85055,58.95071,3.85005
ERI,2016,71.63486,,3.36256
ERI,2019,68.61849,46.440792,
ERI,1998,,,1.63197
EST,1995,91.73921,102.44538,25.44992
EST,1996,95.49847,92.8376,40.18613
EST,1998,99.56613,94.37927,47.32125
EST,1999,101.38303,93.7179,49.61477
EST,2000,102.96704,93.82781,54.54407
EST,2001,103.77445,94.95307,58.66144
EST,2002,102.38053,97.68678,61.53721
EST,2003,101.18794,97.67468,64.39908
EST,2004,99.68179,100.0869,66.18384
EST,2005,98.90731,102.78908,67.9128
EST,2006,97.70077,103.1119,67.86591
EST,2007,98.90848,103.24273,67.67473
EST,2008,101.61071,102.26793,66.44184
EST,2009,103.06117,102.73762,66.63192
EST,2010,103.03214,105.28926,68.18451
EST,2011,101.71394,107.36883,70.36909
EST,2012,100.95449,107.81157,72.37507
EST,2013,99.56826,108.16742,73.92123
EST,2014,98.00723,108.4099,73.30776
EST,2015,97.14641,111.04143,72.16762
EST,2016,97.1178,115.01412,71.39045
EST,2017,97.23017,116.87475,69.04592
EST,2018,97.66769,116.65174,70.36543
EST,2019,97.92819,115.60512,74.23199
EST,1981,102.88971,,23.24204
EST,1982,102.39644,,
EST,1983,102.12266,,
EST,1984,102.23617,,
EST,1985,103.26171,,
EST,1986,104.7043,99.11732,22.01343
EST,1987,111.90336,,
EST,1988,114.42207,,22.10383
EST,1989,113.24258,86.17292,22.91566
EST,1990,93.52155,104.70417,24.75434
EST,1991,92.24202,102.0964,24.35973
EST,1992,91.72743,101.79502,24.52224
EST,1993,89.63854,97.34485,23.53077
EST,1994,90.45841,99.03698,24.40365
EST,1997,97.21466,,44.0633
EST,2020,97.59977,114.95308,
SWZ,1970,80.89665,16.77902,0.52107
SWZ,1971,81.16566,18.47303,0.64488
SWZ,1972,83.94876,21.37604,0.67704
SWZ,1973,86.85677,24.21064,0.68758
SWZ,1974,88.43768,26.98161,1.3221
SWZ,1975,88.79984,29.48958,2.23434
SWZ,1976,88.64256,30.52428,2.19264
SWZ,1977,88.83374,32.7951,2.71352
SWZ,1978,88.39925,33.66048,
SWZ,1979,88.65672,34.7499,2.78608
SWZ,1980,90.05032,35.17233,3.62578
SWZ,1981,92.30965,,3.17766
SWZ,1982,92.536,,
SWZ,1983,92.14247,,
SWZ,1984,91.9837,,5.01859
SWZ,1985,91.87805,37.61714,4.59731
SWZ,1986,90.76959,,4.13023
SWZ,1987,90.89304,,3.87076
SWZ,1988,90.44687,,4.63902
SWZ,1989,89.61697,,
SWZ,1990,91.63648,,4.24459
SWZ,1991,92.09235,,4.07184
SWZ,1992,93.65746,48.04046,3.6674
SWZ,1993,95.23349,45.42959,4.90709
SWZ,1994,97.6495,45.78072,
SWZ,1995,101.94876,45.71698,
SWZ,1996,102.43696,45.83538,6.08714
SWZ,1997,103.80096,,
SWZ,1998,104.64851,45.28906,
SWZ,1999,106.19448,45.02502,4.75268
SWZ,2000,106.3866,43.83822,4.41743
SWZ,2001,104.9926,45.40609,
SWZ,2002,103.31846,47.10215,4.48558
SWZ,2003,103.27497,47.07832,
SWZ,2004,108.88582,51.09479,5.59354
SWZ,2005,111.77379,52.8344,5.02112
SWZ,2006,117.63808,57.21772,4.87918
SWZ,2007,120.26621,61.37835,
SWZ,2009,120.01546,61.40867,
SWZ,2010,124.90719,65.47105,
SWZ,2011,124.49223,67.91012,7.72675
SWZ,2012,123.65051,69.57963,
SWZ,2013,121.94038,71.02385,6.74796
SWZ,2014,120.72312,73.84238,
SWZ,2015,119.21538,76.03505,
SWZ,2016,116.79501,82.41221,
SWZ,2017,115.16014,,
SWZ,2018,114.69362,,
SWZ,2019,114.45629,,
ETH,1982,41.8414,,0.50338
ETH,1987,40.05847,14.08752,0.86522
ETH,1988,40.87319,15.32512,0.80717
ETH,1989,39.13881,15.26744,0.82701
ETH,1994,25.53083,10.45979,0.62279
ETH,1995,29.22492,10.49329,0.67572
ETH,1996,35.12107,10.8604,0.70003
ETH,1998,50.21012,,0.85584
ETH,1999,49.64948,12.41506,0.95109
ETH,2000,54.71842,13.53887,1.18656
ETH,2001,60.58218,16.44326,1.46918
ETH,2002,63.79334,18.74282,1.64915
ETH,2003,65.08452,19.70784,2.30928
ETH,2004,67.91499,22.19964,2.59943
ETH,2005,79.05261,25.10319,2.81004
ETH,2006,83.2289,29.22884,
ETH,2007,89.07444,32.29912,
ETH,2008,94.75041,33.40739,3.62789
ETH,2009,93.42682,33.59593,5.37221
ETH,2010,91.65653,34.83549,7.48318
ETH,2011,94.27972,36.00415,7.88366
ETH,2012,94.26506,37.57714,8.2236
ETH,2013,91.2849,33.619965,8.56148
ETH,2014,99.25276,34.148937,8.10532
ETH,2015,100.97149,34.93947,9.58471
ETH,2016,102.96666,,10.17908
ETH,2017,102.744514,,10.48817
ETH,2019,97.17322,,
ETH,2020,91.9038,,
ETH,1971,15.02952,3.80718,0.17487
ETH,1972,15.8598,4.10382,0.18866
ETH,1973,16.27112,4.53367,0.14703
ETH,1974,17.72669,4.97418,0.23756
ETH,1975,19.22424,,
ETH,1976,21.25113,,
ETH,1977,22.85655,,0.24475
ETH,1978,22.00862,,0.37755
ETH,1979,26.21832,,0.46329
ETH,1980,33.91815,,0.51488
ETH,1981,39.05548,,0.49115
ETH,1983,42.42442,,0.52851
ETH,1984,40.46763,12.50146,0.51014
ETH,1985,37.55205,,
ETH,1986,36.98642,13.0085,0.81014
ETH,1990,35.25617,,0.85045
ETH,1991,31.55646,13.92994,0.82797
ETH,1992,25.28102,12.17512,
ETH,1993,21.70808,10.83308,
ETH,1997,40.53781,,0.81777
ETH,2018,102.40314,,10.42657
ETH,2021,106.02562,,
,1971,105.68575,81.53709,24.74111
,1972,105.22577,82.22585,25.07303
,1973,104.40461,83.28383,25.52008
,1974,104.42804,84.33263,25.83735
,1975,104.34543,84.84613,26.43119
,1976,104.46335,85.41611,27.11139
,1977,104.21525,86.09099,27.55673
,1978,104.0728,86.44228,27.90221
,1979,104.02954,86.74121,27.82529
,1980,103.6917,87.0774,27.92405
,1981,102.82761,87.17286,27.86973
,1982,103.02077,87.6121,28.23528
,1983,102.85051,88.04395,28.64785
,1984,103.61844,88.41172,29.14955
,1985,103.83698,89.07007,29.84337
,1986,104.23599,90.28347,30.20801
,1987,104.72213,90.76898,30.69556
,1988,105.05848,90.98568,31.03117
,1989,104.21965,91.10791,31.63899
,1990,103.87065,90.96816,32.41065
,1991,104.25882,90.82161,33.16547
,1992,103.66342,90.91316,33.86476
,1993,103.47383,92.52992,34.79572
,1994,103.16805,93.51318,36.30156
,1995,102.80794,93.92605,37.10694
,1996,102.63994,93.86307,38.51925
,1997,102.21708,93.63525,40.20381
,1998,102.99855,93.17957,41.37623
,1999,102.82342,93.77778,43.01048
,2000,102.69523,94.56682,44.86019
,2001,103.43903,96.24977,47.461
,2002,104.06776,97.33299,50.12832
,2003,103.03176,97.82203,52.73486
,2004,102.4281,95.57361,54.05359
,2005,101.57366,95.1663,55.79638
,2006,101.19687,95.49542,57.1899
,2007,101.28824,95.9037,57.9934
,2008,101.60015,96.16704,58.62618
,2009,101.28826,95.67277,59.65811
,2010,101.50075,97.43362,61.09885
,2011,101.64298,97.98038,62.14142
,2012,101.61804,97.95424,62.91609
,2013,103.04027,103.46764,63.94339
,2014,102.02703,104.16044,65.28058
,2015,101.30687,104.25766,66.17985
,2016,101.24091,104.58227,67.99825
,2017,100.69577,105.21749,70.06725
,2018,100.86094,104.83135,72.02946
,2019,100.80431,104.54404,74.35862
,2020,99.99451,104.00536,76.28721
,1970,105.65653,81.51957,24.75813
,1970,,,
,1971,,,
,1972,,,
,1973,,,
,1974,,,
,1975,,,
,1976,,,
,1977,,,
,1978,,,
,1979,,,
,1980,,,
,1981,,,
,1982,,,
,1983,,,
,1984,,,
,1985,,,
,1986,,,
,1987,,,
,1988,,,
,1989,,,
,1990,,,
,1991,,,
,1992,,,
,1993,,,
,1994,,,
,1995,,,
,1996,,,
,1997,,,
,1998,,,
,1999,,,
,2000,,,
,2001,,,
,2002,,,
,2003,,,
,2004,,,
,2005,,,
,2006,,,
,2007,,,
,2008,,,
,2009,,,
,2010,,,
,2011,,,
,2012,,,
,2013,,,
,2014,,,
,2015,,,
,2016,,,
,2017,,,
,2018,,,
,2019,,,
,2020,,,
FJI,1972,112.33852,58.85145,1.2242
FJI,1973,115.62849,61.46776,1.50354
FJI,1974,116.85003,64.36343,1.97122
FJI,1976,115.35741,69.80974,
FJI,1977,112.70292,72.72025,
FJI,1978,110.36443,74.04051,
FJI,1979,106.7598,74.34761,
FJI,1980,105.43206,71.81299,2.37349
FJI,1981,105.26773,70.41153,2.45894
FJI,1983,102.57133,71.24436,
FJI,1984,101.74417,71.6829,2.57456
FJI,1985,102.08511,69.73009,3.13194
FJI,1986,103.67016,71.44844,3.06105
FJI,1992,107.52708,80.75202,
FJI,1994,107.99765,,
FJI,1995,106.94414,,
FJI,1996,104.844,,
FJI,1997,105.14362,,
FJI,1998,105.07456,78.76907,
FJI,1999,103.76041,78.34744,
FJI,2000,101.58609,78.35098,
FJI,2001,104.00556,79.08329,
FJI,2002,105.88808,82.38062,
FJI,2004,112.67828,90.89961,15.9584
FJI,2006,113.37653,90.94645,
FJI,2008,106.25667,87.60511,
FJI,2009,104.83107,86.66224,
FJI,2011,105.6898,91.31902,
FJI,2012,106.61729,89.88189,
FJI,2013,107.81667,,
FJI,2015,106.885284,97.384895,
FJI,2016,106.076454,97.39579,
FJI,2019,116.45911,79.607994,53.49316
FJI,2007,107.30326,88.97928,
FJI,1970,106.73944,52.05128,0.67576
FJI,1971,109.99267,55.01246,1.00289
FJI,1975,117.52256,66.62926,2.58685
FJI,1987,104.84667,73.50129,
FJI,1991,108.71053,76.69987,11.79172
FJI,2003,108.66279,86.09513,15.78395
FJI,2014,106.76455,97.60342,
FJI,2017,107.42607,,
FJI,2018,109.144844,97.14561,
FJI,2020,115.79595,95.13703,
FJI,2021,113.743805,96.44396,
FJI,1982,,,2.72532
FJI,1989,,,5.1432
FJI,2005,,,16.13669
FIN,1987,102.14365,105.87373,36.04206
FIN,1988,100.76449,108.13609,38.09205
FIN,1989,99.18459,111.08205,40.97916
FIN,1990,98.4718,114.41888,44.46063
FIN,1991,98.68093,116.24742,48.88246
FIN,1992,99.14487,119.49999,52.93727
FIN,1993,99.31259,116.37928,59.36272
FIN,1994,99.27769,117.16418,63.99895
FIN,1995,98.96893,115.37917,67.40026
FIN,1996,99.04809,115.73713,70.33548
FIN,1997,99.20027,117.57525,73.39403
FIN,1998,99.89593,117.4786,79.17264
FIN,1999,100.39503,120.41423,81.38203
FIN,2000,101.2672,124.57893,82.32955
FIN,2001,101.26402,127.12463,84.31597
FIN,2002,100.39057,128.79507,84.83998
FIN,2003,99.67439,131.5445,86.94398
FIN,2004,98.78333,110.73313,89.51747
FIN,2005,98.41798,111.78969,91.67952
FIN,2006,98.00863,111.45566,93.15745
FIN,2007,98.5561,110.11398,93.75906
FIN,2008,98.97755,108.60678,94.69184
FIN,2009,99.21357,107.47555,91.29066
FIN,2010,99.48232,107.58606,93.44781
FIN,2011,99.75524,108.09777,94.91993
FIN,2012,100.34098,108.24276,92.87735
FIN,2013,100.34415,144.28612,90.99419
FIN,2014,100.62072,146.42757,88.88166
FIN,2015,100.56079,150.01987,87.67987
FIN,2016,100.41884,152.16286,86.97852
FIN,2017,100.15464,153.96358,88.19783
FIN,2018,100.20511,154.82024,90.26176
FIN,2019,99.91573,145.31898,92.95501
FIN,1971,81.7188,101.62965,13.12739
FIN,1972,81.14138,105.66002,13.63912
FIN,1973,82.19316,106.03119,14.27228
FIN,1974,85.79645,106.9898,15.70298
FIN,1975,89.82531,106.13541,16.92126
FIN,1976,102.1845,88.46202,27.5932
FIN,1977,100.61727,91.69903,29.33499
FIN,1978,99.17355,94.00216,30.63041
FIN,1979,98.15093,96.80108,31.2407
FIN,1980,97.15375,98.18283,31.70911
FIN,1981,96.08107,99.54627,32.10808
FIN,1982,97.35912,100.6018,32.62285
FIN,1983,99.93746,100.9974,33.36182
FIN,1984,101.81618,103.87678,31.45317
FIN,1985,102.6372,104.81869,31.92318
FIN,1986,102.35172,105.60214,34.06825
FIN,2020,100.01313,144.2259,95.04789
FRA,1971,116.27664,74.23161,18.55906
FRA,1972,113.29803,77.99948,19.63517
FRA,1975,109.06555,83.59794,23.58656
FRA,1976,108.16937,81.79748,24.78605
FRA,1977,107.83408,82.56356,24.93113
FRA,1978,109.32511,81.97938,25.97421
FRA,1979,110.17864,82.21822,24.32787
FRA,1980,110.41897,82.69277,25.1582
FRA,1986,109.18348,89.68893,29.38971
FRA,1987,111.75469,90.9649,29.79355
FRA,1988,113.74472,92.09316,30.77857
FRA,1989,113.79908,93.8346,34.30202
FRA,1990,111.44689,96.06482,36.89102
FRA,1991,108.80766,100.63763,39.45664
