Country,Year,Primary Enrollment rate (% gross),Secondary Enrollment rate (% gross),Tertiary Enrollment rate (% gross)
LSO,1974,98.80324,,0.53122
LSO,1975,97.84575,12.16147,0.48583
LSO,1976,95.1125,12.86919,0.6298
LSO,1977,93.81691,13.38337,0.82017
LSO,1978,91.78257,13.40561,0.89987
LSO,1979,91.60378,15.59187,1.0232
LSO,1980,92.34082,16.37383,0.93668
LSO,1981,94.5848,17.76237,1.01105
LSO,1982,98.2485,18.19992,1.05544
LSO,1983,99.1981,19.92643,1.06355
LSO,1984,98.92852,20.45322,0.99862
LSO,1985,101.64146,20.82618,1.25638
LSO,1986,100.4868,21.43982,1.28786
LSO,1987,101.6644,22.85955,1.50511
LSO,1988,103.0612,23.44558,1.59834
LSO,1989,101.44098,23.26528,1.54251
LSO,1990,99.91447,22.90976,1.26594
LSO,1991,100.75494,22.50394,1.26736
LSO,1992,99.45181,23.75164,2.15749
LSO,1993,95.72672,24.5601,2.26321
LSO,1994,98.07032,26.58263,2.39606
LSO,1995,100.45843,27.81226,2.33132
LSO,1996,98.82036,27.50097,2.37108
LSO,1997,96.84851,28.47695,
LSO,1998,96.91298,27.99047,
LSO,1999,96.10904,28.17958,1.87596
LSO,2000,109.26045,28.28289,2.01275
LSO,2001,112.41045,30.33211,2.18349
LSO,2002,116.07323,31.84946,2.15985
LSO,2003,122.33116,33.14898,2.60873
LSO,2004,124.96166,35.97294,
LSO,2005,127.05478,38.51556,3.35577
LSO,2006,130.6141,40.06447,3.59829
LSO,2007,125.22777,43.2738,
LSO,2008,125.0694,46.44245,
LSO,2009,124.01169,50.92904,
LSO,2010,124.74677,56.26115,
LSO,2011,123.09523,59.76092,
LSO,2012,121.28925,62.17588,11.45209
LSO,2013,117.20394,60.41059,11.03836
LSO,2014,116.58582,60.21678,10.96458
LSO,2015,116.63452,60.67609,10.18687
LSO,2016,117.69527,58.51934,10.19626
LSO,2018,112.104126,65.39145,10.19626
LSO,1970,87.44809,10.76933,0.43352
LSO,2017,120.8975,62.01393,10.76225
LSO,2019,108.42633,64.08024,
LBR,1978,47.31153,21.46858,1.77863
LBR,2006,95.13883,,
LBR,2008,95.80924,,
LBR,2009,102.36359,,
LBR,2011,105.12114,46.35526,
LBR,2014,97.42249,38.57373,
LBR,2017,85.10919,,
LBR,2007,,,
LBR,2013,,,
LBR,1970,37.02112,9.64677,0.99783
LBR,1971,38.30657,10.49363,1.03238
LBR,1972,39.4182,12.25702,1.14146
LBR,1975,41.5191,16.90493,1.73909
LBR,1976,38.99433,14.95409,
LBR,1979,47.44687,23.37588,2.42583
LBR,1980,50.14391,23.20749,
LBR,1984,40.53793,,
LBR,1998,78.58885,,
LBR,1999,98.16748,32.13117,8.42363
LBR,2000,116.3043,35.93726,19.65513
LBR,2015,95.33271,37.9035,
LBR,2016,89.47021,,
LBR,2020,77.46105,39.6974,
LBR,1973,,,1.33988
LBR,1987,,,2.69937
LBR,2010,,,9.53119
LBR,2012,,,11.92253
LBY,1971,101.21028,20.84141,3.055
LBY,1972,111.37801,23.21963,3.48847
LBY,1973,117.16363,28.66697,4.32682
LBY,1974,118.23338,36.27909,4.8159
LBY,1975,118.77329,41.81827,5.77403
LBY,1976,119.11441,50.80261,6.22254
LBY,1977,115.69593,57.83572,6.10041
LBY,1978,110.39894,61.46891,6.59115
LBY,1979,115.42192,66.45872,6.37216
LBY,1980,113.02891,68.96346,6.15112
LBY,1981,111.50001,67.38013,7.47044
LBY,1983,113.0615,68.63933,8.9601
LBY,1986,108.81782,71.03383,
LBY,1999,107.70978,,52.14162
LBY,2001,103.61096,,53.67326
LBY,2002,103.25083,107.58852,58.62766
LBY,2003,103.25196,103.87721,60.49736
LBY,2004,105.47325,,
LBY,2005,102.09305,92.44604,
LBY,2006,109.01269,97.89672,
LBY,1982,,,8.2473
LBY,1985,,,9.43114
LBY,1990,,,11.30904
LBY,1992,,,15.02607
LBY,2000,,,48.40505
LIE,2003,106.1244,111.66381,20.70588
LIE,2004,109.15222,110.76142,24.60685
LIE,2005,106.81277,107.8243,24.58022
LIE,2006,107.51196,107.01107,29.81716
LIE,2007,107.11217,106.34228,31.62594
LIE,2008,105.52567,107.56612,36.73095
LIE,2009,105.69871,105.68449,34.44495
LIE,2010,105.45918,108.87928,36.01831
LIE,2011,104.9505,111.45657,43.6751
LIE,2012,103.828,110.37386,42.49668
LIE,2014,102.66099,115.55783,37.48871
LIE,2015,105.66542,116.12344,33.54204
LIE,2016,105.49102,116.02837,35.02262
LIE,2017,104.69974,117.09433,35.62193
LIE,2018,106.32979,112.01016,38.30027
LIE,2019,103.83001,119.20966,41.16584
LIE,2020,102.91363,120.22845,42.59861
LTU,1995,98.89486,84.23988,26.29737
LTU,1996,100.15539,87.64799,28.48907
LTU,1997,101.02773,90.69736,32.47757
LTU,1999,102.84044,94.21491,44.62775
LTU,2000,103.14423,96.91569,50.89682
LTU,2001,103.1488,99.62364,57.34761
LTU,2002,103.10415,102.29171,63.07008
LTU,2003,102.96309,105.02017,69.63042
LTU,2004,103.97029,103.00954,74.90138
LTU,2005,102.84456,104.49724,79.72981
LTU,2006,102.02875,107.00485,82.45318
LTU,2007,101.10445,106.92929,82.51583
LTU,2008,99.49927,106.10878,85.74509
LTU,2009,99.94983,104.75588,89.25217
LTU,2010,100.4215,105.06827,86.57257
LTU,2011,101.25184,106.00816,84.05559
LTU,2012,101.85441,106.17351,79.75163
LTU,2013,101.75458,108.99441,73.5332
LTU,2014,101.57557,108.18478,70.40061
LTU,2015,102.08926,107.67293,69.74054
LTU,2016,102.8918,107.42977,71.11852
LTU,2017,103.87475,108.40176,72.41746
LTU,2018,104.26534,108.23794,73.7303
LTU,2019,102.99238,108.44551,72.00897
LTU,1981,79.46171,,24.44092
LTU,1986,81.52011,106.4029,31.5624
LTU,1989,90.3364,97.52249,32.41132
LTU,1990,89.67618,95.00505,33.24665
LTU,1991,91.98181,91.94701,32.09876
LTU,1992,91.4407,88.84,28.67607
LTU,1993,94.403,84.38308,26.31132
LTU,1994,96.05041,82.86621,25.84796
LTU,1998,100.09006,92.61846,38.67401
LTU,2020,102.76457,108.7279,70.7869
,1971,,,
,1972,,,
,1973,,,
,1974,,,
,1975,,,
,1976,,,
,1977,,,
,1978,,,
,1979,,,
,1980,,,
,1981,,,
,1982,,,
,1983,,,
,1984,,,
,1985,,,
,1986,,,
,1987,,,
,1988,,,
,1989,,,
,1990,,,
,1991,,,
,1992,,,
,1993,,,
,1994,,,
,1995,,,
,1996,,,
,1997,,,
,1998,,,
,1999,,,
,2000,,,
,2001,,,
,2002,,,
,2003,,,
,2004,,,
,2005,,,
,2006,,,
,2007,,,
,2008,,,
,2009,,,
,2010,,,
,2011,,,
,2012,,,
,2013,,,
,2014,,,
,2015,,,
,2016,,,
,2017,,,
,2018,,,
,2019,,,
,2020,,,
,1970,,,
,1971,,,
,1972,,,
,1973,,,
,1974,,,
,1975,,,
,1976,,,
,1977,,,
,1978,,,
,1979,,,
,1980,,,
,1981,,,
,1982,,,
,1983,,,
,1984,,,
,1985,,,
,1986,,,
,1987,,,
,1988,,,
,1989,,,
,1990,,,
,1991,,,
,1992,,,
,1993,,,
,1994,,,
,1995,,,
,1996,,,
,1997,,,
,1998,,,
,1999,,,
,2000,,,
,2001,,,
,2002,,,
,2003,,,
,2004,,,
,2005,,,
,2006,,,
,2007,,,
,2008,,,
,2009,,,
,2010,,,
,2011,,,
,2012,,,
,2013,,,
,2014,,,
,2015,,,
,2016,,,
,2017,,,
,2018,,,
,2019,,,
,2020,,,
LUX,1975,95.50547,58.31649,1.96803
LUX,1976,95.46206,59.68906,1.77743
LUX,1977,95.03421,60.76735,1.61185
LUX,1978,94.65616,62.34062,1.07454
LUX,1979,93.57461,62.61101,1.41834
LUX,1983,88.71407,74.81569,3.21555
LUX,2010,97.56551,101.29066,18.26521
LUX,2011,96.55315,101.02246,
LUX,2012,97.17509,100.36072,19.4322
LUX,2013,96.83534,102.73632,
LUX,2014,97.52305,102.70839,
LUX,2015,98.97225,102.31936,19.77631
LUX,2016,100.78979,103.66516,19.56393
LUX,2017,102.28595,103.65505,19.15177
LUX,2018,103.27634,104.30048,18.59047
LUX,2019,104.65446,104.69539,18.43
LUX,2005,100.80898,95.36266,
LUX,1970,116.25788,,
LUX,1971,110.81515,47.36508,1.58668
LUX,1972,110.15857,47.25772,1.53575
LUX,1973,107.77265,47.67554,1.95494
LUX,1974,110.0335,48.10481,1.78044
LUX,1980,89.68126,63.13657,1.4381
LUX,1981,89.1931,71.84078,2.581
LUX,1982,89.76502,73.41973,2.39909
LUX,1984,87.76855,75.84433,3.34685
LUX,1986,89.37769,76.35942,2.60261
LUX,1987,88.92804,76.17225,2.43894
LUX,1988,94.04546,70.84462,
LUX,1991,90.76667,,4.79002
LUX,1994,102.09585,75.4295,7.03867
LUX,1995,95.50376,82.87055,7.3809
LUX,1996,95.50662,88.04383,8.09228
LUX,1997,95.11339,90.09167,8.51562
LUX,1998,94.75021,90.65243,8.99352
LUX,1999,99.79086,97.3968,10.05715
LUX,2000,100.14192,97.06419,9.81474
LUX,2001,100.12943,97.23677,10.21577
LUX,2002,100.31602,96.25859,11.85147
LUX,2003,99.41079,96.1103,12.18662
LUX,2004,100.1534,95.46379,
LUX,2006,101.46625,95.90557,10.3312
LUX,2007,101.52278,96.71695,
LUX,2008,100.57301,97.48297,10.60734
LUX,2020,105.65173,107.18217,19.19843
LUX,1992,,68.93275,5.22105
LUX,1993,,72.21584,4.88459
LUX,1985,,,2.87488
MAC,1990,113.78083,61.14694,32.918
MAC,1992,103.85849,72.33848,27.18646
MAC,1993,104.26656,76.30653,26.47659
MAC,1999,102.66217,79.62162,28.93501
MAC,2000,104.06694,83.08939,27.61514
MAC,2001,102.62501,85.84939,48.75296
MAC,2002,102.93722,85.59177,64.41315
MAC,2003,101.18525,85.75593,74.45446
MAC,2004,100.94177,87.00589,63.36014
MAC,2005,99.97861,86.25361,54.41829
MAC,2006,98.54197,87.13446,49.94532
MAC,2007,99.99393,87.89656,48.06863
MAC,2008,99.41629,83.78537,48.85586
MAC,2009,96.2627,84.64005,53.9834
MAC,2010,94.92504,87.78393,55.05005
MAC,2011,94.6516,91.32931,58.38834
MAC,2012,94.54348,92.06546,51.67093
MAC,2013,95.17103,92.37997,58.3015
MAC,2014,97.37212,93.20733,65.05145
MAC,2015,99.34458,94.53906,71.39112
MAC,2016,101.52854,98.55654,78.34248
MAC,2017,101.43025,99.99272,84.7085
MAC,2018,100.40937,101.03664,90.6571
MAC,2019,101.34272,101.03669,100.08467
MAC,2020,99.25473,102.58443,113.09237
MAC,1971,57.55111,20.11862,
MAC,1972,57.61354,19.38687,
MAC,1973,60.97368,21.24902,
MAC,1974,58.86209,22.93162,
MAC,1975,64.14232,21.4397,
MAC,1976,74.88996,28.12515,
MAC,1977,98.1288,37.02218,
MAC,1978,96.00409,36.97663,
MAC,1979,106.30944,46.5985,
MAC,1989,126.66984,,29.41286
MAC,1991,105.31514,,27.64848
MAC,2021,97.47044,104.92594,132.48721
MAC,1988,,,28.11846
MAC,1994,,,23.97102
MAC,1997,,,29.84688
MDG,1971,86.11568,11.10937,1.10177
MDG,1972,89.40002,10.90874,1.2067
MDG,1973,88.87775,,1.36758
MDG,1975,92.05403,,1.42157
MDG,1988,95.67346,20.80899,3.59451
MDG,1989,96.24654,18.98813,3.54897
MDG,1990,92.84109,18.57879,3.44661
MDG,1991,94.55311,,3.22216
MDG,1992,87.8174,,
MDG,1993,85.09717,,3.60484
MDG,1994,83.55576,,2.93797
MDG,1995,81.61439,,2.37151
MDG,1996,86.07929,,2.20087
MDG,1998,93.05767,,2.20761
MDG,1999,95.74052,,2.1455
MDG,2000,101.4852,,2.17111
MDG,2001,102.53482,,2.02616
MDG,2002,103.30053,,2.05691
MDG,2003,118.25474,,2.22974
MDG,2004,134.49236,,2.57918
MDG,2005,138.89948,21.46611,2.67593
MDG,2006,138.4058,24.25756,2.87452
MDG,2007,139.23677,26.83469,3.27617
MDG,2008,142.0049,29.36144,3.27638
MDG,2009,149.3075,30.65084,3.49481
MDG,2010,143.71805,,3.66996
MDG,2011,143.4119,36.74788,4.07118
MDG,2012,143.97813,38.11174,4.14152
MDG,2013,143.89445,,4.29373
MDG,2014,145.24786,38.35387,4.81854
MDG,2015,147.3142,38.51202,4.80619
MDG,2016,143.82419,38.31159,4.8255
MDG,2017,149.31563,36.90052,5.28453
MDG,2018,142.53429,36.52693,5.35049
MDG,2019,134.06146,34.5955,
MDG,1974,86.49592,11.14764,
MDG,1976,95.77233,,1.22177
MDG,1977,118.27223,,1.59969
MDG,1978,122.07749,,1.87931
MDG,1979,122.8908,13.23683,2.10095
MDG,1980,130.8931,17.04902,2.87336
MDG,1981,137.29318,,2.75741
MDG,1982,133.42368,,3.55644
MDG,1983,126.83276,,3.75529
MDG,1984,119.14376,34.18879,3.82071
MDG,1985,113.8022,,4.09497
MDG,1986,,,4.02788
MDG,1987,,,3.58472
MDG,1997,,,1.97616
MDG,2020,,,5.52721
MWI,1974,56.35209,10.44034,0.46003
MWI,1975,62.06259,11.61712,0.46845
MWI,1976,62.68688,11.98705,0.41209
MWI,1977,61.67499,13.09813,0.42089
MWI,1978,59.93789,13.80928,0.39198
MWI,1979,60.61896,14.01065,0.42277
MWI,1980,64.43551,15.90454,0.47304
MWI,1981,64.79484,16.36212,0.46851
MWI,1982,68.64827,17.1981,0.47123
MWI,1983,64.93047,17.15252,0.46386
MWI,1984,60.14826,17.57131,0.46857
MWI,1985,61.79892,17.28059,0.47442
MWI,1986,61.50069,17.03679,0.46689
MWI,1987,63.09632,17.24695,0.47252
MWI,1988,62.61459,16.82818,0.45248
MWI,1989,69.1897,16.35085,0.46693
MWI,1990,74.97911,16.71961,0.54756
MWI,1991,78.09628,17.19199,0.55906
MWI,1992,93.92475,19.79288,0.56042
MWI,1993,99.86947,18.83384,0.56488
MWI,1994,106.61019,16.81954,0.59278
MWI,1995,156.40424,24.76665,0.58877
MWI,1996,151.78616,25.82819,0.60297
MWI,1999,136.61578,37.43894,0.32069
MWI,2000,139.63976,31.28883,0.35198
MWI,2001,143.95921,31.97464,0.39575
MWI,2002,140.36774,30.77167,0.42576
MWI,2004,132.80894,28.18632,0.51211
MWI,2005,130.48244,28.04205,0.49434
MWI,2006,129.77274,30.01562,0.51147
MWI,2007,126.55218,29.7481,0.50176
MWI,2008,133.6265,32.13344,
MWI,2009,131.95912,32.72995,
MWI,2010,138.75146,33.98077,0.71592
MWI,2011,140.6202,35.08737,0.82388
MWI,2012,141.43549,35.31964,0.84808
MWI,2013,146.91495,38.43733,
MWI,2014,147.39578,40.21174,0.8384
MWI,2019,144.81099,37.08491,
MWI,2016,144.53294,39.17525,
MWI,1971,40.71249,,
MWI,1972,47.31536,10.47867,
MWI,1973,51.26911,10.97982,0.44601
MWI,1998,137.33725,33.22862,
MWI,2015,146.39682,40.77254,0.81866
MWI,2017,145.48888,39.89203,
MWI,2018,142.45782,40.28176,1.72363
MWI,2003,,,0.43566
MYS,1974,,49.45103,
MYS,1980,95.5107,54.75623,3.99104
MYS,1981,95.26627,57.19017,
MYS,1982,95.64086,57.32951,4.33362
MYS,1983,96.33176,60.78881,4.31898
MYS,1984,95.90206,62.97244,4.81376
MYS,1985,96.1061,63.18131,5.72239
MYS,1987,94.68926,68.06463,7.35172
MYS,1988,94.78854,66.33355,7.3808
MYS,1989,94.60777,65.39241,6.60439
MYS,1990,94.39872,63.41499,7.1771
MYS,1991,95.36952,64.52564,7.88395
MYS,1993,97.1476,64.53342,9.2152
MYS,1998,96.14421,78.62792,21.64358
MYS,1999,95.85945,77.85201,22.61525
MYS,2000,98.6782,77.41474,25.61568
MYS,2002,96.59542,77.01749,27.44325
MYS,2003,97.37121,82.9039,30.60673
MYS,2004,99.72312,84.12851,30.03449
MYS,2005,99.99204,80.66024,27.91879
MYS,2006,98.69443,79.73002,28.40821
MYS,2007,97.95006,77.47629,30.00508
MYS,2008,97.9803,77.11087,33.43948
MYS,2009,98.65876,76.12432,35.49468
MYS,2010,99.75795,77.26703,37.02888
MYS,2011,101.08029,77.47146,36.14812
MYS,2012,102.741806,81.47546,37.612312
MYS,2013,104.66016,81.87223,39.074574
MYS,2014,104.36137,85.35154,39.50857
MYS,2015,103.81867,84.93446,45.592716
MYS,2016,104.99918,84.70847,46.762096
MYS,2017,105.291595,85.44908,43.715183
MYS,2018,104.936005,81.99226,45.12539
MYS,2019,104.38252,83.74816,43.061607
MYS,1970,87.61685,39.23164,
MYS,1975,94.30661,52.30711,
MYS,1977,95.40692,52.05402,
MYS,1978,96.33513,53.48295,
MYS,1979,95.91126,54.67437,3.8231
MYS,1992,96.53317,65.61163,8.91354
MYS,1994,97.25382,64.77854,10.14395
MYS,1995,97.47978,64.82162,10.97444
MYS,1996,97.81769,66.42935,
MYS,2001,98.07515,76.8986,24.99672
MYS,2020,103.91199,82.45556,42.567215
MYS,1971,,41.17926,
MYS,1972,,43.00682,
MYS,1976,,52.81159,
MYS,1986,,66.2517,6.73037
MYS,1997,,67.00679,
MYS,2021,,84.401306,
MDV,1997,120.09564,65.0822,
MDV,2005,117.04283,,
MDV,2006,116.56168,,
MDV,2008,111.83107,,11.18296
MDV,2009,110.71048,,
MDV,2010,106.45235,,
MDV,2011,104.51591,,
MDV,2012,101.18633,,
MDV,2013,98.98123,,
MDV,2014,99.73535,,13.08365
MDV,2015,101.53494,,
MDV,2016,99.4277,,
MDV,2017,97.1098,,31.22359
MDV,2018,96.59714,85.27814,
MDV,2019,98.03816,81.32687,34.12194
MDV,1980,134.98347,3.74639,
MDV,1982,141.88205,6.6183,
MDV,1986,146.89589,,
MDV,1992,118.74738,,
MDV,1993,122.17081,,
MDV,1994,125.53008,50.36464,
MDV,1995,123.0398,52.88453,
MDV,1996,122.86804,56.12991,
MDV,1998,126.89692,34.3611,
MDV,1999,128.05658,40.05987,
MDV,2000,128.08934,51.29454,
MDV,2001,126.18139,60.84667,
MDV,2002,124.13956,61.06898,
MDV,2003,123.93519,67.70629,0.19625
MDV,2004,122.8363,67.87318,
MDV,2007,113.1672,,9.77556
MDV,2020,100.83736,,
MDV,1970,,1.95867,
MDV,1971,,1.88172,
MDV,1981,,4.43142,
MDV,1983,,9.48807,
MLI,1971,23.40714,4.47287,0.14152
MLI,1972,24.55101,4.60009,
MLI,1973,24.87714,5.02142,
MLI,1974,25.58726,5.4052,0.32578
MLI,1976,26.26063,6.74158,0.49123
MLI,1977,26.98703,7.46595,0.59447
MLI,1978,27.73858,8.39397,0.69722
MLI,1979,28.1787,9.0977,0.78599
MLI,1980,27.93707,8.95876,0.85585
MLI,1981,26.6365,7.0995,
MLI,1983,25.57163,7.47441,0.89823
MLI,1984,24.52414,7.56127,1.08437
MLI,1985,23.96595,6.80545,1.10094
MLI,1986,23.36646,,0.9848
MLI,1987,23.32483,6.10172,0.80005
MLI,1988,23.39844,6.22806,
MLI,2000,57.85435,17.45372,1.93683
MLI,2001,62.52825,,2.07753
MLI,2002,66.1689,,2.09168
MLI,2003,67.69084,22.12538,
MLI,2004,70.75469,23.99396,
MLI,2005,73.93555,25.83254,
MLI,2006,76.76001,27.70746,
MLI,2007,79.28751,30.30554,
MLI,2008,81.27267,33.73199,5.38733
MLI,2009,82.71041,36.67199,5.942
MLI,2010,83.42733,39.2861,6.12981
MLI,2011,84.19555,41.23256,5.48526
MLI,2012,80.90805,,7.06071
MLI,2013,76.06293,41.81767,6.42723
MLI,2014,77.07611,44.01817,5.96996
MLI,2015,75.68318,41.72014,5.50317
MLI,2016,77.17026,42.99298,3.7784464
MLI,2017,80.17078,41.52314,4.305307
MLI,2018,75.6006,41.02728,5.135725
MLI,1975,25.44348,6.07821,0.41861
MLI,1982,25.94927,8.23623,0.70841
MLI,1989,27.06041,6.88214,0.64386
MLI,1990,27.26087,6.79799,0.6607
MLI,1991,27.90992,7.23098,0.63931
MLI,1992,29.75314,8.27134,0.81023
MLI,1993,33.31963,8.37933,0.93325
MLI,1994,36.55534,9.57365,
MLI,1995,39.22247,10.73224,0.94826
MLI,1996,42.89495,11.27522,1.06158
MLI,1997,47.87003,12.28388,1.46824
MLI,1998,51.80189,13.36761,1.44249
MLI,1999,56.06814,15.10765,1.8867
MLI,2020,78.69132,37.293148,
MLI,2019,,,4.9047356
MLT,1971,105.22427,54.66691,7.32294
MLT,1972,100.37796,64.43539,8.61977
MLT,1973,96.08387,65.72227,8.43532
MLT,1974,95.06699,66.79665,7.25663
MLT,1975,94.34937,74.52389,8.57204
MLT,1976,98.65088,75.75559,8.74152
MLT,1977,106.82935,71.77391,9.14933
MLT,1978,110.51092,69.92336,8.5576
MLT,1979,112.26175,67.92049,5.91426
MLT,1980,109.45153,71.52309,3.17577
MLT,1981,107.662,68.903,3.4226
MLT,1982,104.90596,75.33647,3.27214
MLT,1983,102.19733,79.00351,3.52555
MLT,1984,102.32425,81.38673,4.77057
MLT,1985,104.9277,80.44694,5.21945
MLT,1986,106.21959,78.10769,5.72805
MLT,1987,105.55039,76.53297,5.81554
MLT,1988,105.59085,77.29419,5.95277
MLT,1989,105.74719,79.35382,6.99115
MLT,1990,106.64976,82.04989,10.39795
MLT,1991,106.70927,82.56127,12.69099
MLT,1992,103.37463,86.14266,14.31751
MLT,1993,103.43642,85.91175,18.07117
MLT,1994,103.56076,86.00709,19.60688
MLT,1995,103.07905,86.89495,21.48806
MLT,1996,104.15461,85.45441,22.65263
MLT,1997,105.54992,86.68574,22.43676
MLT,1998,106.53192,87.54171,24.76091
MLT,1999,107.05875,87.29166,23.7319
MLT,2000,106.83193,89.18391,21.58163
MLT,2001,106.41066,89.86926,25.35269
MLT,2002,104.97658,90.57868,24.7494
MLT,2003,103.07502,92.95392,30.51888
MLT,2004,102.73506,104.5033,26.88837
MLT,2005,100.24047,101.93563,32.34327
MLT,2006,101.10113,97.98584,30.63242
MLT,2007,100.89629,99.94029,33.60277
MLT,2008,101.00736,100.20958,32.41837
MLT,2009,96.80634,,35.51165
MLT,2010,101.73046,104.24112,37.38576
MLT,2011,101.215,93.30612,39.9993
MLT,2012,100.78259,94.04103,42.4792
MLT,2013,101.70694,94.07425,43.89137
MLT,2014,102.82346,94.43334,44.33584
MLT,2015,103.5492,94.90859,47.12258
MLT,2016,103.97274,95.80822,48.60341
MLT,2017,104.99837,104.75412,54.25992
MLT,2018,106.67417,107.26674,59.25176
MLT,2019,106.60618,108.02918,64.87291
MLT,2020,106.63012,109.67772,71.49815
MLT,1970,,,6.85288
MHL,1999,89.40318,68.51064,
MHL,2002,123.02613,68.25312,16.24101
MHL,2003,110.94571,63.04941,
MHL,2005,113.40279,61.52766,
MHL,2006,110.90251,67.23015,
MHL,2007,104.59638,72.59329,
MHL,2008,101.38551,76.87231,
MHL,2009,98.11894,77.40933,
MHL,2011,94.73451,,
MHL,2016,84.74016,64.44054,
MHL,2019,79.5557,63.94497,25.82278
MHL,2020,74.8581,62.65892,
MHL,2004,120.19231,65.36956,
MHL,2015,87.51461,66.36651,
MHL,2018,82.60775,,
MHL,2021,72.85456,62.94643,
MHL,2012,,,23.66127
MRT,1976,19.30581,,
MRT,1977,23.99586,,
MRT,1978,26.2902,,0.37485
MRT,1979,28.8285,,
MRT,1980,33.28655,,
MRT,1981,34.53195,10.13686,
MRT,1983,38.66705,,
MRT,1985,43.20666,,1.66957
MRT,1986,46.83741,14.26978,2.59505
MRT,1987,48.68308,14.6819,3.00534
MRT,1988,49.43229,14.8329,2.94406
MRT,1989,48.51581,14.36691,3.07973
MRT,1990,46.14144,13.31547,2.99688
MRT,1991,48.52407,13.05112,2.67486
MRT,1992,53.26788,13.4651,2.85868
MRT,1993,60.23538,14.17,3.57073
MRT,1994,66.29215,14.66718,3.55513
MRT,1995,70.08673,15.2463,3.50071
MRT,1996,73.73664,15.64573,3.71418
MRT,1997,77.59317,15.46704,3.92908
MRT,1998,80.09601,16.2681,3.83226
MRT,1999,82.2595,17.23472,4.11756
MRT,2001,82.7275,20.20719,3.42993
MRT,2002,84.6484,20.26085,3.00963
MRT,2005,93.68157,22.31612,2.93819
MRT,2006,96.24397,23.30872,3.30442
MRT,2007,97.59924,,3.72652
MRT,2009,98.58066,20.48881,3.85328
MRT,2012,98.89455,27.26383,5.13162
MRT,2013,99.02223,30.10104,5.41294
MRT,2014,100.40212,30.7141,
MRT,2015,104.51103,31.41935,5.61214
MRT,2017,96.65904,32.56554,4.99912
MRT,2018,99.89176,36.83391,5.00209
MRT,2019,100.40863,39.40897,5.76325
MRT,2011,98.21159,22.90338,4.73604
MRT,1971,14.25308,,
MRT,1972,15.09551,2.59979,
MRT,1973,16.85029,,
MRT,1974,17.08065,,
MRT,1975,17.60539,,
MRT,1982,37.79948,,
MRT,1984,41.75046,,
MRT,2000,82.98939,17.80749,
MRT,2003,87.07693,21.22165,3.19169
MRT,2004,93.78127,21.85644,3.21529
MRT,2008,93.27762,19.08652,3.79829
MRT,2010,99.67792,20.75177,4.36241
MRT,2016,96.83442,32.67719,5.35248
MRT,2020,94.31319,38.18721,5.87462
MUS,1983,104.47357,46.98093,0.669
MUS,1984,103.42612,45.38394,0.74283
MUS,1985,109.10176,44.45527,1.06529
MUS,1986,113.8065,44.05832,0.9936
MUS,1987,114.66007,45.59499,1.40669
MUS,1988,112.42188,48.10613,1.85558
MUS,1989,111.37318,51.45227,1.90035
MUS,1990,111.77857,52.40949,3.04114
MUS,1991,110.80403,,3.53858
MUS,1992,107.38745,58.21243,
MUS,1993,105.19423,,5.33847
MUS,1994,104.42218,,4.98082
MUS,1995,104.84759,,5.62136
MUS,1996,105.92681,66.75713,6.57222
MUS,1997,106.28909,68.37214,6.67701
MUS,1998,106.20351,72.11397,
MUS,1999,105.40658,74.98163,9.97007
MUS,2000,104.56011,76.81693,11.03138
MUS,2001,102.36981,78.66918,17.10525
MUS,2002,101.50146,81.0339,15.84567
MUS,2003,101.41462,84.60575,16.55584
MUS,2004,102.04204,85.921,17.82486
MUS,2005,103.22554,88.65556,21.35362
MUS,2006,103.93523,87.52902,23.59894
MUS,2007,103.58749,88.38238,24.63669
MUS,2008,103.788,88.04793,27.31846
MUS,2009,102.78846,88.79872,32.16448
MUS,2010,102.78602,89.24696,33.69148
MUS,2011,102.98938,90.92369,35.39315
MUS,2012,102.99839,92.98871,38.90374
MUS,2013,101.95505,96.03815,40.04368
MUS,2014,102.44734,99.90385,39.12631
MUS,2015,102.92054,97.36967,37.41528
MUS,2016,102.45341,97.5403,38.84853
MUS,2017,101.52524,95.72241,40.59604
MUS,2018,101.1076,95.0962,41.59998
MUS,2019,99.52056,97.1211,44.39153
MUS,2020,98.399635,,44.26019
MUS,2021,98.39964,93.72634,
MUS,1970,95.88112,,2.56517
MUS,1971,95.98737,32.11482,1.70682
MUS,1972,98.33749,34.64379,1.57683
MUS,1973,99.78925,35.9259,1.60938
MUS,1974,101.68251,37.33999,1.53766
MUS,1975,104.53845,37.61257,1.25421
MUS,1976,103.45952,39.80392,1.58693
MUS,1977,102.41678,46.59189,1.65748
MUS,1978,100.6542,48.46795,1.45148
MUS,1979,94.2434,50.28935,1.22471
MUS,1980,92.65032,50.0449,1.02844
MUS,1981,98.90336,48.15252,0.89089
MUS,1982,101.5672,46.9054,0.89884
MEX,1975,108.67339,31.30152,9.02589
MEX,1976,109.668,34.97874,9.85261
MEX,1977,112.79926,37.81752,9.71021
MEX,1978,113.26425,39.42661,10.88196
MEX,1979,118.71385,42.71454,12.04157
MEX,1980,120.72046,45.26966,13.43195
MEX,1981,122.4401,48.44015,14.22882
MEX,1982,122.65785,52.82171,14.79338
MEX,1983,122.5868,55.00308,14.97505
MEX,1984,122.20369,56.75376,15.35783
MEX,1985,119.85884,56.89993,
